lead_id,client_id,company_name_raw,industry_vertical,city_id,requested_geography,anchor_screen_id,lead_source,lead_date,sales_stage_reached,lost_date,requested_start_date,requested_duration_days,requested_num_screens,indicated_budget,quoted_price_per_slot_per_day,client_target_price_per_slot_per_day,price_gap_pct,negotiation_rounds,competitor_mentioned,loss_reason,loss_reason_detail,campaign_objective,ad_type
LEAD-000238,CLI-00365,,retail,ACS,ACS:Maple Grove,ACS-SCR-001566,trade_show,2025-12-11,negotiating,2025-12-21,2026-01-24,32,1,75565.54,122.52,93.79,0.3063,3,False,price_too_high,Quoted rate exceeded client ceiling,awareness,New Store Opening (Awareness)
LEAD-000239,CLI-00509,,entertainment,LH,LH:North Terminus,LH-SCR-000732,repeat_client_inquiry,2025-09-01,contract_sent,2025-10-28,2025-11-19,41,1,14858.13,41.25,,,3,False,inventory_unavailable,Requested screens already booked for the flight dates,reach,Streaming Series Launch (Reach)
LEAD-000240,,Achieve Academy,education,DAT,DAT:Northbank,DAT-SCR-001853,trade_show,2025-12-29,contract_sent,2026-02-02,2026-03-07,27,6,98883.97,61.98,58.08,0.0671,5,False,campaign_cancelled_internally,Budget was pulled before signing,conversion,Scholarship Awareness (Conversion)
LEAD-000241,,Trend Boutique,retail,LH,LH:Cathedral Heights,LH-SCR-004091,repeat_client_inquiry,2025-12-23,quote_sent,2026-01-01,2026-01-13,12,8,23824.2,93.97,,,0,False,timing_conflict,Client campaign timeline shifted and no longer aligned,awareness,New Store Opening (Awareness)
LEAD-000242,CLI-00287,,nonprofit,LH,LH:Market Quarter,LH-SCR-003461,referral,2026-07-21,initial_inquiry,2026-07-23,2026-08-21,17,7,9003.72,,,,0,False,targeting_mismatch,Audience profile was not a fit for offered screens,conversion,Fundraising Awareness (Conversion)
LEAD-000243,CLI-00482,,cpg,LH,LH:Riverside Junction,LH-SCR-004708,referral,2026-07-21,quote_sent,2026-07-30,2026-09-17,18,1,63467.09,142.42,100.63,0.4153,0,False,price_too_high,Rate card premium on hub screens broke the budget,frequency,Sampling Event Tie-in (Frequency)
LEAD-000244,CLI-00470,,retail,ACS,ACS:Brookview,ACS-SCR-001431,repeat_client_inquiry,2026-06-15,negotiating,2026-06-24,2026-07-20,9,9,12798.16,51.79,41.26,0.2552,3,False,price_too_high,Client benchmarked against a cheaper media mix,awareness,Weekend Flash Sale (Awareness)
LEAD-000245,,Prime Boutique,retail,LH,LH:Downtown Core,LH-SCR-006223,referral,2026-01-14,initial_inquiry,2026-01-17,2026-02-11,29,8,6809.11,,,,0,False,budget_mismatch,Indicated budget could not cover requested screen count,awareness,New Store Opening (Awareness)
LEAD-000246,CLI-00139,,finance,DAT,DAT:Harrow Point,DAT-SCR-002891,repeat_client_inquiry,2026-03-09,negotiating,2026-03-31,2026-04-17,20,10,18844.31,90.85,94.55,-0.0391,1,True,contract_terms_disagreement,Legal review flagged liability clauses,frequency,Retirement Planning Awareness (Frequency)
LEAD-000247,,Encore Media Group,entertainment,DAT,DAT:Harrow Point,DAT-SCR-002905,referral,2026-06-26,quote_sent,2026-07-05,2026-08-13,61,1,18549.94,94.44,63.38,0.4901,0,False,budget_mismatch,Client budget was reallocated mid-quarter,conversion,Ticket Sale Push (Conversion)
LEAD-000248,,Ledger Capital Partners,finance,DAT,DAT:Ashford Row,DAT-SCR-001790,repeat_client_inquiry,2026-05-14,contract_sent,2026-06-20,2026-07-12,38,1,54858.22,67.05,61.94,0.0825,4,False,campaign_cancelled_internally,Internal reorg delayed campaign approval indefinitely,awareness,Wealth Management Campaign (Awareness)
LEAD-000249,,Cinema Media Group,entertainment,LH,LH:East Commons,LH-SCR-002139,cold_outreach,2026-01-04,initial_inquiry,2026-01-09,2026-01-25,14,5,58960.95,,,,0,False,no_response_ghosted,Client stopped responding after initial call,awareness,Concert Tour Announcement (Awareness)
LEAD-000250,,Daily Foods,cpg,DAT,DAT:Founders Square,DAT-SCR-000651,website_form,2025-10-07,initial_inquiry,2025-10-12,2025-11-10,31,14,72884.18,,,,0,False,no_response_ghosted,Follow-up emails went unanswered,conversion,New Product Launch (Conversion)
LEAD-000251,,Family Clinics,healthcare,ACS,ACS:Windmere Park,ACS-SCR-000040,website_form,2025-12-06,initial_inquiry,2025-12-09,2025-12-30,49,18,53863.53,,,,0,False,targeting_mismatch,Audience profile was not a fit for offered screens,frequency,Flu Season Reminder (Frequency)
LEAD-000252,CLI-00499,,retail,LH,LH:Old Mill District,LH-SCR-004464,repeat_client_inquiry,2026-04-20,quote_sent,2026-04-28,2026-06-05,64,2,21793.37,139.4,94.57,0.474,0,False,price_too_high,Quoted rate exceeded client ceiling,conversion,New Store Opening (Conversion)
LEAD-000253,,Nimbus Labs,technology,ACS,ACS:Old Orchard,ACS-SCR-001393,trade_show,2026-05-08,quote_sent,2026-05-21,2026-07-16,40,1,79123.89,33.39,27.37,0.2199,0,False,price_too_high,Rate card premium on hub screens broke the budget,reach,Enterprise Awareness Push (Reach)
LEAD-000254,,Golden Foods,cpg,ACS,ACS:Old Orchard,ACS-SCR-001412,website_form,2025-08-20,quote_sent,2025-08-23,2025-10-15,57,16,26212.87,78.12,53.61,0.4572,0,True,price_too_high,Quoted rate exceeded client ceiling,reach,Flavor Launch Promo (Reach)
LEAD-000255,CLI-00078,,entertainment,ACS,ACS:Southgate Commons,ACS-SCR-001586,trade_show,2025-12-20,initial_inquiry,2025-12-26,2026-01-08,136,17,194874.88,,,,0,False,timing_conflict,Creative was not ready in time for requested start,awareness,Ticket Sale Push (Awareness)
LEAD-000256,,Drive Automotive,auto,LH,LH:Downtown Core,LH-SCR-006216,referral,2026-06-21,verbal_agreement,2026-07-10,2026-09-04,44,2,109770.88,125.93,92.04,0.3682,4,False,price_too_high,Rate card premium on hub screens broke the budget,awareness,EV Awareness Campaign (Awareness)
LEAD-000257,CLI-00300,,government,ACS,ACS:Southgate Commons,ACS-SCR-000573,repeat_client_inquiry,2026-01-06,quote_sent,2026-01-10,2026-01-24,22,14,51442.88,26.98,,,0,False,timing_conflict,Requested flight overlapped a blackout period,awareness,Civic Engagement Campaign (Awareness)
LEAD-000258,CLI-00426,,hospitality,DAT,DAT:Central Yard,DAT-SCR-001919,cold_outreach,2026-01-01,quote_sent,2026-01-09,2026-02-13,52,1,46849.41,98.29,80.93,0.2145,0,False,budget_mismatch,Indicated budget could not cover requested screen count,awareness,Weekend Getaway Promo (Awareness)
LEAD-000259,CLI-00432,,retail,LH,LH:Old Mill District,LH-SCR-000031,inbound_call,2026-07-23,contract_sent,2026-08-19,2026-10-08,17,10,6686.92,45.98,42.04,0.0937,3,False,campaign_cancelled_internally,Client paused all marketing spend that quarter,frequency,Weekend Flash Sale (Frequency)
LEAD-000260,CLI-00328,,finance,ACS,ACS:Cobblestone Village,ACS-SCR-000102,inbound_call,2025-12-30,initial_inquiry,2026-01-05,2026-02-09,23,1,826262.79,,,,0,False,no_response_ghosted,Client stopped responding after initial call,reach,Credit Card Acquisition (Reach)
LEAD-000261,CLI-00514,,cpg,LH,LH:Downtown Core,LH-SCR-004018,trade_show,2026-03-12,negotiating,2026-03-28,2026-05-16,13,5,2817.69,198.7,171.36,0.1595,1,False,price_too_high,Rate card premium on hub screens broke the budget,frequency,Brand Awareness Campaign (Frequency)
LEAD-000262,,Corner Mart,retail,ACS,ACS:Sunridge Acres,ACS-SCR-000484,cold_outreach,2025-11-18,negotiating,2025-12-15,2026-01-27,33,4,8114.23,84.86,66.23,0.2813,3,False,price_too_high,Quoted rate exceeded client ceiling,conversion,Seasonal Sale Promotion (Conversion)
LEAD-000263,CLI-00368,,entertainment,ACS,ACS:Old Orchard,ACS-SCR-001387,referral,2026-05-29,initial_inquiry,2026-06-03,2026-07-12,22,4,22693.97,,,,0,False,targeting_mismatch,Requested geography did not match available inventory,conversion,Ticket Sale Push (Conversion)
LEAD-000264,,Landmark Developments,real_estate,DAT,DAT:Harrow Point,DAT-SCR-000216,inbound_call,2026-06-17,initial_inquiry,2026-06-24,2026-08-21,30,1,67311.72,,,,0,False,budget_mismatch,Client budget was reallocated mid-quarter,reach,Neighborhood Awareness (Reach)
LEAD-000265,CLI-00154,,entertainment,LH,LH:Riverside Junction,LH-SCR-004829,repeat_client_inquiry,2026-03-05,initial_inquiry,2026-03-11,2026-04-06,49,16,252378.88,,,,0,False,budget_mismatch,Indicated budget could not cover requested screen count,frequency,Ticket Sale Push (Frequency)
LEAD-000266,,Neighbor Relief Fund,nonprofit,DAT,DAT:Northbank,DAT-SCR-002333,website_form,2026-04-15,quote_sent,2026-04-19,2026-06-04,19,3,86854.61,28.58,,,0,True,inventory_unavailable,Corridor exclusivity request could not be honored,conversion,Awareness Month Push (Conversion)
LEAD-000267,,Torque Cars,auto,DAT,DAT:Lakeside Loop,DAT-SCR-001528,cold_outreach,2026-06-07,verbal_agreement,2026-07-22,2026-09-02,39,1,102362.53,74.59,,,3,False,inventory_unavailable,Corridor exclusivity request could not be honored,conversion,Test Drive Promotion (Conversion)
LEAD-000268,,Neon Productions,entertainment,LH,LH:North Terminus,LH-SCR-002082,inbound_call,2025-11-28,contract_sent,2026-01-05,2026-01-27,56,16,56248.24,87.24,79.16,0.1021,5,False,campaign_cancelled_internally,Client paused all marketing spend that quarter,reach,Ticket Sale Push (Reach)
LEAD-000269,,Pure Snacks,cpg,DAT,DAT:Founders Square,DAT-SCR-001960,website_form,2026-03-07,quote_sent,2026-03-14,2026-03-26,23,11,28512.21,42.64,,,0,False,inventory_unavailable,Preferred time-block was sold out,conversion,Flavor Launch Promo (Conversion)
LEAD-000270,CLI-00495,,retail,ACS,ACS:Windmere Park,ACS-SCR-000612,repeat_client_inquiry,2026-02-19,quote_sent,2026-02-22,2026-03-08,17,16,10665.48,26.41,18.3,0.4432,0,False,price_too_high,Client benchmarked against a cheaper media mix,awareness,Seasonal Sale Promotion (Awareness)
LEAD-000271,CLI-00213,,education,LH,LH:North Terminus,LH-SCR-004326,repeat_client_inquiry,2026-07-19,verbal_agreement,2026-08-19,2026-10-11,48,6,76651.01,71.42,70.88,0.0076,4,False,campaign_cancelled_internally,Internal reorg delayed campaign approval indefinitely,awareness,Program Launch Campaign (Awareness)
LEAD-000272,,Wellness Healthcare Partners,healthcare,LH,LH:Downtown Core,LH-SCR-002435,cold_outreach,2025-10-29,initial_inquiry,2025-11-05,2025-12-22,36,1,115889.63,,,,0,True,budget_mismatch,Indicated budget could not cover requested screen count,frequency,Preventive Care Awareness (Frequency)
LEAD-000273,CLI-00017,,retail,LH,LH:Market Quarter,LH-SCR-005058,repeat_client_inquiry,2025-10-20,verbal_agreement,2025-11-10,2025-11-26,9,11,43606.22,127.44,123.48,0.0321,3,False,campaign_cancelled_internally,Internal reorg delayed campaign approval indefinitely,frequency,New Store Opening (Frequency)
LEAD-000274,CLI-00425,,hospitality,LH,LH:Uptown Crescent,LH-SCR-005448,website_form,2025-10-02,initial_inquiry,2025-10-09,2025-11-05,54,1,180145.07,,,,0,False,budget_mismatch,Client budget was reallocated mid-quarter,frequency,Seasonal Package Deal (Frequency)
LEAD-000275,,Achieve Prep,education,LH,LH:Market Quarter,LH-SCR-003450,inbound_call,2026-02-20,quote_sent,2026-03-03,2026-04-26,45,3,116264.9,100.89,,,0,False,inventory_unavailable,Preferred time-block was sold out,frequency,Program Launch Campaign (Frequency)
LEAD-000276,CLI-00247,,entertainment,DAT,DAT:Harrow Point,DAT-SCR-002254,repeat_client_inquiry,2026-06-06,initial_inquiry,2026-06-11,2026-07-22,14,13,47672.64,,,,0,False,budget_mismatch,Client budget was reallocated mid-quarter,conversion,Streaming Series Launch (Conversion)
LEAD-000277,CLI-00246,,auto,DAT,DAT:Union Flats,DAT-SCR-002289,trade_show,2026-04-05,negotiating,2026-04-25,2026-05-19,16,1,12930.2,98.74,91.31,0.0814,2,False,campaign_cancelled_internally,Client paused all marketing spend that quarter,conversion,Year-End Clearance Event (Conversion)
LEAD-000278,CLI-00196,,education,ACS,ACS:Fallowfield,ACS-SCR-001490,inbound_call,2025-12-12,initial_inquiry,2025-12-13,2026-01-06,64,10,255347.59,,,,0,False,no_response_ghosted,Follow-up emails went unanswered,awareness,Program Launch Campaign (Awareness)
LEAD-000279,CLI-00243,,auto,ACS,ACS:Southgate Commons,ACS-SCR-000414,repeat_client_inquiry,2025-12-30,negotiating,2026-01-24,2026-03-23,77,10,45558.96,25.22,17.58,0.4346,1,False,price_too_high,Quoted rate exceeded client ceiling,reach,New Model Launch (Reach)
LEAD-000280,,Torque Motors,auto,LH,LH:East Commons,LH-SCR-000063,referral,2026-04-03,quote_sent,2026-04-08,2026-06-07,70,1,96643.09,45.61,,,0,False,inventory_unavailable,Requested screens already booked for the flight dates,reach,Test Drive Promotion (Reach)
LEAD-000281,,Highway Dealerships,auto,LH,LH:Harborfront,LH-SCR-000210,repeat_client_inquiry,2025-09-17,negotiating,2025-10-11,2025-11-15,22,9,100140.77,54.51,54.03,0.0089,1,True,went_with_competitor,Lost to a digital/social budget reallocation,reach,Year-End Clearance Event (Reach)
LEAD-000282,CLI-00164,,education,DAT,DAT:Lakeside Loop,DAT-SCR-002001,referral,2026-02-11,verbal_agreement,2026-03-06,2026-03-24,28,1,18825.45,90.72,83.56,0.0857,2,True,campaign_cancelled_internally,Budget was pulled before signing,conversion,Program Launch Campaign (Conversion)
LEAD-000283,,Community Coalition,nonprofit,ACS,ACS:Pine Hatch,ACS-SCR-000467,cold_outreach,2025-12-27,quote_sent,2026-01-07,2026-02-04,23,10,158344.71,37.59,29.08,0.2926,0,False,price_too_high,Rate card premium on hub screens broke the budget,frequency,Awareness Month Push (Frequency)
LEAD-000284,CLI-00157,,healthcare,DAT,DAT:Ashford Row,DAT-SCR-000091,repeat_client_inquiry,2026-04-01,negotiating,2026-04-28,2026-05-09,27,10,121012.23,37.98,39.29,-0.0333,3,True,went_with_competitor,Competitor offered a bundled multi-city rate,frequency,Preventive Care Awareness (Frequency)
LEAD-000285,CLI-00094,,real_estate,LH,LH:Riverside Junction,LH-SCR-004284,repeat_client_inquiry,2026-07-17,initial_inquiry,2026-07-19,2026-08-11,35,14,62615.16,,,,0,False,budget_mismatch,Client budget was reallocated mid-quarter,reach,New Development Launch (Reach)
LEAD-000286,CLI-00213,,education,DAT,DAT:Northbank,DAT-SCR-002776,website_form,2026-07-19,initial_inquiry,2026-07-22,2026-09-20,17,5,54381.5,,,,0,False,no_response_ghosted,Client stopped responding after initial call,reach,Program Launch Campaign (Reach)
LEAD-000287,,Legacy Real Estate Group,real_estate,LH,LH:Riverside Junction,LH-SCR-005924,trade_show,2026-02-01,negotiating,2026-02-22,2026-04-11,69,14,76538.25,97.24,73.48,0.3234,3,False,price_too_high,Quoted rate exceeded client ceiling,awareness,Home Buying Fair Promo (Awareness)
LEAD-000288,CLI-00087,,telecom,DAT,DAT:Kestrel Heights,DAT-SCR-001502,cold_outreach,2026-08-01,initial_inquiry,2026-08-08,2026-10-02,27,3,213488.2,,,,0,False,no_response_ghosted,Follow-up emails went unanswered,reach,Unlimited Plan Promo (Reach)
LEAD-000289,CLI-00025,,cpg,LH,LH:Harborfront,LH-SCR-005165,repeat_client_inquiry,2025-10-08,verbal_agreement,2025-11-03,2025-12-17,19,1,46258.05,123.56,117.46,0.0519,3,False,contract_terms_disagreement,Payment terms could not be aligned,awareness,Sampling Event Tie-in (Awareness)
LEAD-000290,,Daily Consumer Goods,cpg,ACS,ACS:Old Orchard,ACS-SCR-000653,inbound_call,2026-07-30,initial_inquiry,2026-08-05,2026-08-25,37,1,7291.3,,,,0,False,targeting_mismatch,Audience profile was not a fit for offered screens,frequency,Brand Awareness Campaign (Frequency)
LEAD-000291,CLI-00045,,retail,ACS,ACS:Brookview,ACS-SCR-000399,repeat_client_inquiry,2026-07-11,quote_sent,2026-07-24,2026-09-09,27,8,9206.16,32.54,26.42,0.2316,0,False,budget_mismatch,Approved budget came in lower than initial ask,awareness,Loyalty Program Push (Awareness)
LEAD-000292,,Harbor Hotels,hospitality,LH,LH:Uptown Crescent,LH-SCR-005607,referral,2025-11-16,quote_sent,2025-11-19,2025-12-30,57,8,52992.72,73.26,76.69,-0.0447,0,True,went_with_competitor,Competitor offered a bundled multi-city rate,reach,Seasonal Package Deal (Reach)
LEAD-000293,,Prime Goods,retail,ACS,ACS:Old Orchard,ACS-SCR-000422,website_form,2026-02-06,negotiating,2026-02-15,2026-03-09,14,6,128121.76,25.08,24.2,0.0364,2,True,went_with_competitor,Lost to a digital/social budget reallocation,awareness,New Store Opening (Awareness)
LEAD-000294,CLI-00113,,auto,LH,LH:Harborfront,LH-SCR-003635,repeat_client_inquiry,2026-07-16,negotiating,2026-08-05,2026-09-03,22,14,18367.67,123.14,111.34,0.106,3,True,went_with_competitor,Competitor offered a bundled multi-city rate,awareness,Test Drive Promotion (Awareness)
LEAD-000295,,Neighbor Trust,nonprofit,LH,LH:Riverside Junction,LH-SCR-002915,inbound_call,2026-04-07,quote_sent,2026-04-12,2026-05-21,32,1,39250.33,90.03,61.15,0.4723,0,False,budget_mismatch,Indicated budget could not cover requested screen count,frequency,Fundraising Awareness (Frequency)
LEAD-000296,,Landmark Real Estate Group,real_estate,LH,LH:Financial Row,LH-SCR-004877,website_form,2026-08-05,quote_sent,2026-08-15,2026-09-29,36,5,52917.13,127.01,97.6,0.3013,0,False,budget_mismatch,Approved budget came in lower than initial ask,frequency,Neighborhood Awareness (Frequency)
LEAD-000297,CLI-00078,,entertainment,LH,LH:Riverside Junction,LH-SCR-005946,referral,2025-12-20,initial_inquiry,2025-12-26,2026-01-16,82,15,342003.04,,,,0,False,targeting_mismatch,Requested geography did not match available inventory,conversion,Movie Release Teaser (Conversion)
LEAD-000298,,Cornerstone Homes,real_estate,DAT,DAT:Founders Square,DAT-SCR-000120,referral,2026-08-14,contract_sent,2026-08-19,2026-10-18,19,1,102071.02,30.88,,,5,False,creative_not_ready,Client creative assets were not finalized in time,frequency,Open House Weekend (Frequency)
LEAD-000299,,Pure Brands,cpg,DAT,DAT:Bellwood,DAT-SCR-000555,inbound_call,2025-08-21,initial_inquiry,2025-08-25,2025-09-13,26,10,132674.6,,,,0,False,timing_conflict,Requested flight overlapped a blackout period,reach,Brand Awareness Campaign (Reach)
LEAD-000300,,Bright Academy,education,ACS,ACS:Greenhollow,ACS-SCR-001287,inbound_call,2026-08-04,negotiating,2026-08-19,2026-10-03,16,12,94159.82,58.87,55.36,0.0634,3,True,went_with_competitor,Lost to a digital/social budget reallocation,awareness,Program Launch Campaign (Awareness)
LEAD-000301,CLI-00078,,entertainment,ACS,ACS:Southgate Commons,ACS-SCR-000590,referral,2025-08-24,initial_inquiry,2025-08-25,2025-09-06,115,2,431284.23,,,,0,False,no_response_ghosted,Follow-up emails went unanswered,frequency,Movie Release Teaser (Frequency)
LEAD-000302,,Urban Boutique,retail,DAT,DAT:Founders Square,DAT-SCR-001775,referral,2026-02-15,quote_sent,2026-02-19,2026-03-06,34,11,91850.97,113.34,82.54,0.3732,0,False,price_too_high,Rate card premium on hub screens broke the budget,frequency,Seasonal Sale Promotion (Frequency)
LEAD-000303,,Landmark Real Estate Group,real_estate,DAT,DAT:Lakeside Loop,DAT-SCR-002007,trade_show,2026-08-11,verbal_agreement,2026-08-19,2026-09-19,40,13,121365.36,83.22,,,3,False,inventory_unavailable,Requested screens already booked for the flight dates,reach,Neighborhood Awareness (Reach)
LEAD-000304,CLI-00492,,retail,DAT,DAT:Central Yard,DAT-SCR-003030,cold_outreach,2025-12-28,initial_inquiry,2025-12-29,2026-02-13,22,1,10232.5,,,,0,False,budget_mismatch,Client budget was reallocated mid-quarter,reach,Loyalty Program Push (Reach)
LEAD-000305,,Neighbor Coalition,nonprofit,LH,LH:Cathedral Heights,LH-SCR-002815,repeat_client_inquiry,2025-09-21,verbal_agreement,2025-10-11,2025-11-12,33,6,155595.59,117.41,112.5,0.0436,4,False,campaign_cancelled_internally,Internal reorg delayed campaign approval indefinitely,awareness,Community Support Campaign (Awareness)
LEAD-000306,CLI-00369,,education,LH,LH:North Terminus,LH-SCR-002882,repeat_client_inquiry,2026-06-20,verbal_agreement,2026-07-28,2026-09-25,29,5,7594.39,91.99,86.89,0.0587,2,False,contract_terms_disagreement,Payment terms could not be aligned,frequency,Scholarship Awareness (Frequency)
LEAD-000307,CLI-00028,,entertainment,DAT,DAT:Bellwood,DAT-SCR-001709,trade_show,2025-11-14,initial_inquiry,2025-11-15,2025-11-28,31,10,16937.41,,,,0,False,no_response_ghosted,Follow-up emails went unanswered,reach,Ticket Sale Push (Reach)
LEAD-000308,,Core Technologies,technology,LH,LH:Financial Row,LH-SCR-004351,cold_outreach,2026-01-05,initial_inquiry,2026-01-09,2026-02-11,32,2,37720.76,,,,0,False,targeting_mismatch,Audience profile was not a fit for offered screens,conversion,Product Launch Campaign (Conversion)
LEAD-000309,CLI-00236,,retail,ACS,ACS:Greenhollow,ACS-SCR-000324,referral,2026-04-21,quote_sent,2026-04-26,2026-05-08,77,14,195950.49,19.27,15.71,0.2266,0,False,price_too_high,Rate card premium on hub screens broke the budget,awareness,Seasonal Sale Promotion (Awareness)
LEAD-000310,,Fresh Beverages,cpg,DAT,DAT:Lakeside Loop,DAT-SCR-000084,referral,2025-12-19,initial_inquiry,2025-12-26,2026-01-21,74,1,118516.61,,,,0,False,targeting_mismatch,Requested geography did not match available inventory,awareness,Brand Awareness Campaign (Awareness)
LEAD-000311,CLI-00469,,nonprofit,LH,LH:East Commons,LH-SCR-005300,referral,2025-11-08,initial_inquiry,2025-11-11,2026-01-10,81,10,231221.91,,,,0,False,timing_conflict,Requested flight overlapped a blackout period,reach,Community Support Campaign (Reach)
LEAD-000312,CLI-00132,,cpg,DAT,DAT:Lakeside Loop,DAT-SCR-000412,website_form,2025-12-14,initial_inquiry,2025-12-21,2026-01-02,25,8,13191.48,,,,0,False,no_response_ghosted,Inquiry appears to have been exploratory only,conversion,Flavor Launch Promo (Conversion)
LEAD-000313,CLI-00255,,real_estate,ACS,ACS:Sunridge Acres,ACS-SCR-001708,repeat_client_inquiry,2026-05-18,negotiating,2026-06-08,2026-07-05,22,1,10429.15,68.64,67.64,0.0148,2,False,contract_terms_disagreement,Disagreement over cancellation/make-good terms,frequency,Neighborhood Awareness (Frequency)
LEAD-000314,,Grand Hospitality Group,hospitality,LH,LH:Financial Row,LH-SCR-004359,referral,2026-02-03,verbal_agreement,2026-03-09,2026-04-30,55,3,65008.98,128.01,117.02,0.0939,2,False,contract_terms_disagreement,Legal review flagged liability clauses,conversion,Weekend Getaway Promo (Conversion)
LEAD-000315,,Live Studios,entertainment,LH,LH:Downtown Core,LH-SCR-002432,website_form,2025-11-03,initial_inquiry,2025-11-10,2026-01-02,48,13,51178.25,,,,0,False,no_response_ghosted,Inquiry appears to have been exploratory only,awareness,Streaming Series Launch (Awareness)
LEAD-000316,CLI-00308,,hospitality,LH,LH:North Terminus,LH-SCR-002377,website_form,2025-11-19,initial_inquiry,2025-11-24,2025-12-31,36,1,19067.37,,,,0,False,no_response_ghosted,Client stopped responding after initial call,conversion,Weekend Getaway Promo (Conversion)
LEAD-000317,,Trend Goods,retail,ACS,ACS:Fallowfield,ACS-SCR-000642,website_form,2026-06-11,quote_sent,2026-06-22,2026-07-09,62,9,100778.77,17.76,14.13,0.2569,0,False,budget_mismatch,Approved budget came in lower than initial ask,conversion,Weekend Flash Sale (Conversion)
LEAD-000318,CLI-00455,,retail,LH,LH:East Commons,LH-SCR-003157,repeat_client_inquiry,2026-02-19,initial_inquiry,2026-02-24,2026-03-15,73,16,516960.86,,,,0,False,no_response_ghosted,Follow-up emails went unanswered,reach,Loyalty Program Push (Reach)
LEAD-000319,,Vital Wellness Center,healthcare,LH,LH:Riverside Junction,LH-SCR-004797,referral,2026-04-11,quote_sent,2026-04-15,2026-05-27,38,9,54188.75,161.06,128.25,0.2558,0,False,price_too_high,Quoted rate exceeded client ceiling,conversion,Preventive Care Awareness (Conversion)
LEAD-000320,CLI-00301,,education,ACS,ACS:Old Orchard,ACS-SCR-000024,inbound_call,2026-07-12,verbal_agreement,2026-08-19,2026-09-23,55,13,21172.33,25.0,22.56,0.1082,3,False,campaign_cancelled_internally,Budget was pulled before signing,awareness,Program Launch Campaign (Awareness)
LEAD-000321,CLI-00063,,healthcare,LH,LH:East Commons,LH-SCR-004130,referral,2026-08-06,negotiating,2026-08-19,2026-09-24,121,1,152470.3,62.16,47.3,0.3142,2,False,price_too_high,Quoted rate exceeded client ceiling,awareness,Flu Season Reminder (Awareness)
LEAD-000322,CLI-00399,,cpg,LH,LH:East Commons,LH-SCR-005287,repeat_client_inquiry,2025-08-26,negotiating,2025-09-13,2025-10-02,108,6,151495.86,57.93,58.12,-0.0033,3,False,contract_terms_disagreement,Payment terms could not be aligned,conversion,Brand Awareness Campaign (Conversion)
LEAD-000323,CLI-00034,,education,DAT,DAT:Milltown,DAT-SCR-002622,repeat_client_inquiry,2025-10-19,quote_sent,2025-10-22,2025-11-04,51,6,16869.19,75.83,55.18,0.3742,0,False,price_too_high,Rate card premium on hub screens broke the budget,frequency,Enrollment Drive (Frequency)
LEAD-000324,CLI-00362,,auto,LH,LH:Cathedral Heights,LH-SCR-002781,trade_show,2026-07-31,initial_inquiry,2026-08-02,2026-10-01,44,1,61075.69,,,,0,False,no_response_ghosted,Inquiry appears to have been exploratory only,reach,Year-End Clearance Event (Reach)
LEAD-000325,CLI-00454,,healthcare,ACS,ACS:Pine Hatch,ACS-SCR-001353,repeat_client_inquiry,2026-05-30,initial_inquiry,2026-06-02,2026-07-29,15,23,23138.66,,,,0,False,no_response_ghosted,Follow-up emails went unanswered,reach,New Clinic Announcement (Reach)
LEAD-000326,CLI-00352,,healthcare,DAT,DAT:Milltown,DAT-SCR-002183,inbound_call,2026-04-01,initial_inquiry,2026-04-06,2026-05-01,81,5,169713.36,,,,0,False,no_response_ghosted,Client stopped responding after initial call,frequency,Open Enrollment Campaign (Frequency)
LEAD-000327,,Harbor Realty,real_estate,LH,LH:Harborfront,LH-SCR-003016,referral,2025-10-29,verbal_agreement,2025-11-23,2025-12-03,24,14,7628.53,74.44,72.37,0.0286,3,True,campaign_cancelled_internally,Budget was pulled before signing,conversion,Neighborhood Awareness (Conversion)
LEAD-000328,CLI-00084,,healthcare,LH,LH:East Commons,LH-SCR-003921,repeat_client_inquiry,2026-01-16,initial_inquiry,2026-01-17,2026-02-21,21,16,6808.9,,,,0,False,no_response_ghosted,Inquiry appears to have been exploratory only,conversion,New Clinic Announcement (Conversion)
LEAD-000329,,Neon Productions,entertainment,DAT,DAT:Harrow Point,DAT-SCR-002754,trade_show,2026-03-28,negotiating,2026-04-10,2026-05-14,58,18,132134.17,144.26,115.98,0.2438,2,False,price_too_high,Client benchmarked against a cheaper media mix,awareness,Streaming Series Launch (Awareness)
LEAD-000330,CLI-00285,,hospitality,ACS,ACS:Maple Grove,ACS-SCR-001241,repeat_client_inquiry,2026-07-18,contract_sent,2026-08-19,2026-10-01,7,18,7912.95,39.5,40.19,-0.0172,5,False,contract_terms_disagreement,Disagreement over cancellation/make-good terms,frequency,New Property Launch (Frequency)
LEAD-000331,CLI-00277,,cpg,LH,LH:Cathedral Heights,LH-SCR-003509,repeat_client_inquiry,2025-11-30,initial_inquiry,2025-12-05,2026-01-24,53,1,57207.96,,,,0,False,targeting_mismatch,Requested geography did not match available inventory,frequency,New Product Launch (Frequency)
LEAD-000332,CLI-00430,,healthcare,ACS,ACS:Greenhollow,ACS-SCR-001296,trade_show,2026-08-13,quote_sent,2026-08-19,2026-10-14,54,4,17486.92,73.8,72.91,0.0122,0,True,went_with_competitor,Client signed with a rival OOH network,frequency,New Clinic Announcement (Frequency)
