client_id,company_name,industry,client_tier,home_city_id,active_cities,preferred_geographies,typical_campaign_budget,budget_variance_pct,campaign_frequency,avg_campaign_duration_days,bundle_affinity,negotiation_leverage,relationship_start_date,account_status
CLI-00148,Trend Goods #100,retail,local_business,LH,LH,LH:Uptown Crescent,12800.0,0.37,one_off,18,moderate_bundle,low,2019-08-02,active
CLI-00149,Prime Outfitters #802,retail,regional_chain,DAT,DAT,DAT:Central Yard|DAT:Founders Square,51400.0,0.16,quarterly,29,single_screen,medium,2022-10-04,active
CLI-00150,Nova Wireless,telecom,regional_chain,LH,LH|ACS,LH:Riverside Junction|LH:Financial Row|ACS:Brookview|ACS:Cobblestone Village,36300.0,0.33,quarterly,23,moderate_bundle,medium,2025-04-23,active
CLI-00151,Wellness Medical,healthcare,local_business,ACS,ACS,ACS:Southgate Commons,4800.0,0.34,seasonal,18,single_screen,medium,2023-03-24,active
CLI-00152,Live Entertainment,entertainment,local_business,ACS,ACS,ACS:Cobblestone Village,9700.0,0.26,always_on,21,single_screen,low,2022-11-30,lapsed
CLI-00153,Cinema Live Events,entertainment,local_business,ACS,ACS,ACS:Old Orchard,14200.0,0.45,seasonal,15,single_screen,low,2026-05-08,active
CLI-00154,Studio Studios,entertainment,national_chain,DAT,DAT|LH,DAT:Ashford Row|DAT:Lakeside Loop|DAT:Bellwood|LH:Riverside Junction|LH:Uptown Crescent|LH:North Terminus,226400.0,0.11,quarterly,47,moderate_bundle,high,2022-12-13,active
CLI-00155,Harbor Hotels,hospitality,national_chain,DAT,DAT|LH|ACS,DAT:Central Yard|DAT:Union Flats|DAT:Kestrel Heights|LH:North Terminus|LH:East Commons|LH:Cathedral Heights|ACS:Old Orchard|ACS:Sunridge Acres|ACS:Cobblestone Village,127100.0,0.17,seasonal,81,single_screen,high,2023-06-30,active
CLI-00156,Prime Boutique #480,retail,regional_chain,DAT,DAT,DAT:Union Flats|DAT:Lakeside Loop,45900.0,0.23,one_off,35,single_screen,high,2024-08-27,lapsed
CLI-00157,Wellness Wellness Center,healthcare,national_chain,ACS,ACS|LH|DAT,ACS:Pine Hatch|ACS:Cobblestone Village|ACS:Windmere Park|LH:Harborfront|LH:East Commons|LH:Cathedral Heights|DAT:Ashford Row|DAT:Northbank|DAT:Union Flats,126900.0,0.15,always_on,62,moderate_bundle,high,2019-07-26,active
CLI-00158,Core Technologies,technology,local_business,ACS,ACS,ACS:Pine Hatch,16400.0,0.29,seasonal,23,single_screen,low,2025-05-07,active
CLI-00159,Meridian Credit Union,finance,regional_chain,DAT,DAT,DAT:Northbank|DAT:Harrow Point,79900.0,0.18,one_off,53,moderate_bundle,medium,2026-06-18,active
CLI-00160,Live Media Group,entertainment,regional_chain,LH,LH|ACS,LH:Uptown Crescent|LH:Harborfront|ACS:Greenhollow|ACS:Southgate Commons,49900.0,0.17,seasonal,15,single_screen,medium,2024-12-12,active
CLI-00161,Comfort Inn & Suites,hospitality,regional_chain,ACS,ACS|DAT,ACS:Brookview|ACS:Maple Grove|DAT:Bellwood|DAT:Ashford Row,42900.0,0.32,one_off,16,moderate_bundle,medium,2022-03-26,active
CLI-00162,Sterling Bank,finance,national_chain,DAT,DAT|LH|ACS,DAT:Union Flats|DAT:Harrow Point|DAT:Central Yard|LH:Downtown Core|LH:Cathedral Heights|LH:Financial Row|ACS:Old Orchard|ACS:Greenhollow|ACS:Sunridge Acres,356300.0,0.21,one_off,70,heavy_bundle,high,2025-05-27,active
CLI-00163,Fresh Beverages,cpg,local_business,DAT,DAT,DAT:Northbank,7600.0,0.42,quarterly,25,moderate_bundle,low,2020-05-06,lapsed
CLI-00164,Future Institute,education,regional_chain,DAT,DAT,DAT:Lakeside Loop|DAT:Kestrel Heights,22000.0,0.31,quarterly,23,moderate_bundle,medium,2022-07-26,active
CLI-00165,Quantum Labs,technology,regional_chain,ACS,ACS,ACS:Sunridge Acres|ACS:Fallowfield,96600.0,0.25,quarterly,37,heavy_bundle,high,2024-12-10,active
CLI-00166,Sterling Financial,finance,regional_chain,LH,LH|ACS,LH:Old Mill District|LH:Uptown Crescent|ACS:Pine Hatch|ACS:Sunridge Acres,92600.0,0.22,quarterly,26,single_screen,low,2022-09-02,lapsed
CLI-00167,Fresh Snacks,cpg,local_business,LH,LH,LH:East Commons,6700.0,0.4,one_off,10,single_screen,medium,2019-11-23,active
CLI-00168,Neon Studios,entertainment,local_business,LH,LH,LH:Uptown Crescent,10700.0,0.25,quarterly,17,single_screen,low,2026-05-01,active
CLI-00169,Skyline Realty,real_estate,local_business,LH,LH,LH:Market Quarter,14400.0,0.28,one_off,26,single_screen,low,2023-10-02,lapsed
CLI-00170,City of Services,government,local_business,ACS,ACS,ACS:Maple Grove,8800.0,0.47,one_off,17,single_screen,low,2020-09-11,active
CLI-00171,Harbor Lodging,hospitality,local_business,DAT,DAT,DAT:Lakeside Loop,12700.0,0.3,seasonal,26,single_screen,low,2021-04-11,active
CLI-00172,Community Foundation,nonprofit,local_business,ACS,ACS,ACS:Greenhollow,5600.0,0.33,one_off,15,single_screen,low,2022-07-27,active
CLI-00173,Landmark Real Estate Group,real_estate,local_business,DAT,DAT,DAT:Harrow Point,11100.0,0.3,one_off,26,single_screen,low,2024-10-25,active
CLI-00174,Corner Outfitters #614,retail,local_business,ACS,ACS,ACS:Brookview,7500.0,0.45,one_off,14,single_screen,low,2023-12-03,active
CLI-00175,Nova Telecom,telecom,local_business,LH,LH,LH:Cathedral Heights,8500.0,0.37,quarterly,27,single_screen,medium,2026-04-07,active
CLI-00176,Corner Mart #995,retail,local_business,LH,LH,LH:North Terminus,11400.0,0.47,always_on,8,single_screen,medium,2025-04-13,lapsed
CLI-00177,Link Communications,telecom,local_business,ACS,ACS,ACS:Cobblestone Village,8800.0,0.54,seasonal,19,moderate_bundle,medium,2019-07-07,active
CLI-00178,Public Services,government,local_business,DAT,DAT,DAT:Lakeside Loop,12700.0,0.5,one_off,28,moderate_bundle,low,2026-01-29,active
CLI-00179,Harbor Realty,real_estate,local_business,DAT,DAT,DAT:Union Flats,16900.0,0.25,seasonal,30,single_screen,low,2020-07-04,lapsed
CLI-00180,Trust Capital Partners #556,finance,local_business,DAT,DAT,DAT:Harrow Point,16800.0,0.27,seasonal,24,moderate_bundle,low,2023-09-10,lapsed
CLI-00181,Connect Communications,telecom,local_business,ACS,ACS,ACS:Old Orchard,5600.0,0.41,seasonal,7,single_screen,low,2023-12-20,active
CLI-00182,Pure Consumer Goods,cpg,local_business,LH,LH,LH:Riverside Junction,7000.0,0.41,one_off,17,single_screen,low,2020-09-28,active
CLI-00183,Metro Services,government,local_business,ACS,ACS,ACS:Brookview,9900.0,0.36,seasonal,8,single_screen,low,2019-05-14,active
CLI-00184,Nature Consumer Goods,cpg,regional_chain,LH,LH|ACS,LH:East Commons|LH:North Terminus|ACS:Pine Hatch|ACS:Windmere Park,28500.0,0.32,quarterly,19,moderate_bundle,medium,2021-01-23,lapsed
CLI-00185,Connect Networks,telecom,local_business,ACS,ACS,ACS:Sunridge Acres,4200.0,0.37,seasonal,11,moderate_bundle,low,2024-05-21,active
CLI-00186,Family Health Group,healthcare,regional_chain,ACS,ACS,ACS:Sunridge Acres|ACS:Maple Grove,70500.0,0.17,quarterly,19,moderate_bundle,medium,2024-05-23,active
CLI-00187,Wellness Clinics,healthcare,regional_chain,DAT,DAT,DAT:Harrow Point|DAT:Central Yard,57900.0,0.21,quarterly,26,single_screen,high,2023-07-21,active
CLI-00188,Ledger Advisors,finance,regional_chain,ACS,ACS|DAT,ACS:Pine Hatch|ACS:Sunridge Acres|DAT:Central Yard|DAT:Harrow Point,53500.0,0.26,seasonal,33,single_screen,medium,2022-06-10,lapsed
CLI-00189,Trust Bank #756,finance,regional_chain,LH,LH|ACS,LH:Downtown Core|LH:North Terminus|ACS:Maple Grove|ACS:Sunridge Acres,88100.0,0.31,seasonal,45,heavy_bundle,medium,2024-10-16,active
CLI-00190,Encore Studios,entertainment,regional_chain,DAT,DAT,DAT:Harrow Point|DAT:Lakeside Loop,40800.0,0.29,one_off,21,moderate_bundle,medium,2024-04-09,lapsed
CLI-00191,Urban Retail Co #625,retail,local_business,LH,LH,LH:Market Quarter,9000.0,0.53,one_off,9,single_screen,low,2020-02-01,active
CLI-00192,Family Clinics,healthcare,local_business,DAT,DAT,DAT:Ashford Row,10900.0,0.36,seasonal,18,single_screen,low,2019-03-15,lapsed
CLI-00193,Prime Retail Co #713,retail,local_business,LH,LH,LH:Harborfront,9000.0,0.41,one_off,10,single_screen,low,2026-02-28,active
CLI-00194,Studio Entertainment,entertainment,local_business,LH,LH,LH:Riverside Junction,11300.0,0.49,one_off,17,single_screen,low,2024-08-01,active
CLI-00195,Foundation Prep,education,local_business,DAT,DAT,DAT:Kestrel Heights,3600.0,0.35,one_off,11,moderate_bundle,low,2025-11-19,lapsed
CLI-00196,Achieve Learning Center,education,national_chain,DAT,DAT|LH|ACS,DAT:Union Flats|DAT:Milltown|DAT:Lakeside Loop|LH:North Terminus|LH:Harborfront|LH:Riverside Junction|ACS:Fallowfield|ACS:Windmere Park|ACS:Brookview,270700.0,0.18,quarterly,47,heavy_bundle,high,2025-01-15,active
CLI-00197,Capital Bank,finance,regional_chain,DAT,DAT,DAT:Northbank|DAT:Harrow Point,93300.0,0.17,quarterly,30,heavy_bundle,medium,2021-07-01,active
CLI-00198,Legacy Realty,real_estate,regional_chain,ACS,ACS|DAT,ACS:Southgate Commons|ACS:Maple Grove|DAT:Harrow Point|DAT:Central Yard,24900.0,0.31,seasonal,40,moderate_bundle,low,2024-03-27,active
CLI-00199,Neon Productions,entertainment,local_business,ACS,ACS,ACS:Fallowfield,13700.0,0.37,quarterly,24,single_screen,low,2026-03-02,active
CLI-00200,Regional Services,government,national_chain,DAT,DAT|LH|ACS,DAT:Milltown|DAT:Union Flats|DAT:Ashford Row|LH:Old Mill District|LH:Financial Row|LH:North Terminus|ACS:Old Orchard|ACS:Brookview|ACS:Pine Hatch,85300.0,0.17,quarterly,93,heavy_bundle,medium,2024-04-19,active
CLI-00201,Achieve Education Group,education,national_chain,DAT,DAT|LH|ACS,DAT:Bellwood|DAT:Northbank|DAT:Harrow Point|LH:Downtown Core|LH:East Commons|LH:Uptown Crescent|ACS:Sunridge Acres|ACS:Brookview|ACS:Cobblestone Village,374300.0,0.1,quarterly,105,moderate_bundle,high,2022-05-15,active
CLI-00202,Harbor Homes,real_estate,regional_chain,DAT,DAT|ACS,DAT:Northbank|DAT:Kestrel Heights|ACS:Old Orchard|ACS:Sunridge Acres,28400.0,0.27,quarterly,17,moderate_bundle,low,2020-11-05,active
CLI-00203,Scholar Academy,education,local_business,DAT,DAT,DAT:Union Flats,5000.0,0.53,seasonal,13,moderate_bundle,low,2018-12-28,active
CLI-00204,Daily Brands,cpg,national_chain,ACS,ACS|LH|DAT,ACS:Greenhollow|ACS:Sunridge Acres|ACS:Brookview|LH:Downtown Core|LH:Uptown Crescent|LH:Riverside Junction|DAT:Lakeside Loop|DAT:Founders Square|DAT:Bellwood,112900.0,0.13,quarterly,80,moderate_bundle,high,2022-09-21,active
CLI-00205,Wellness Healthcare Partners,healthcare,local_business,LH,LH,LH:East Commons,14900.0,0.28,seasonal,26,single_screen,medium,2025-05-21,lapsed
CLI-00206,Capital Capital Partners #323,finance,national_chain,DAT,DAT|ACS,DAT:Union Flats|DAT:Lakeside Loop|DAT:Ashford Row|ACS:Maple Grove|ACS:Southgate Commons|ACS:Greenhollow,385500.0,0.17,seasonal,66,moderate_bundle,medium,2020-12-31,active
CLI-00207,Highstreet Boutique #565,retail,regional_chain,LH,LH,LH:Riverside Junction|LH:East Commons,50400.0,0.27,one_off,16,heavy_bundle,low,2024-02-12,active
CLI-00208,Golden Foods,cpg,regional_chain,LH,LH,LH:Old Mill District|LH:Harborfront,62100.0,0.25,quarterly,42,moderate_bundle,medium,2023-08-28,active
CLI-00209,Urban Retail Co #319,retail,local_business,LH,LH,LH:Market Quarter,10700.0,0.47,one_off,24,single_screen,low,2019-07-18,active
CLI-00210,Signal Communications,telecom,local_business,LH,LH,LH:Downtown Core,14300.0,0.49,seasonal,21,single_screen,low,2025-11-02,active
CLI-00211,Community Wellness Center,healthcare,local_business,DAT,DAT,DAT:Northbank,3400.0,0.31,one_off,18,single_screen,low,2025-03-20,lapsed
CLI-00212,City of Health Department,government,regional_chain,ACS,ACS|LH,ACS:Southgate Commons|ACS:Windmere Park|LH:Riverside Junction|LH:Market Quarter,63200.0,0.29,quarterly,44,moderate_bundle,low,2021-01-18,active
CLI-00213,Future Education Group,education,national_chain,LH,LH|ACS|DAT,LH:North Terminus|LH:Riverside Junction|LH:Uptown Crescent|ACS:Old Orchard|ACS:Maple Grove|ACS:Sunridge Acres|DAT:Northbank|DAT:Kestrel Heights|DAT:Central Yard,71800.0,0.11,always_on,58,single_screen,high,2019-02-25,lapsed
CLI-00214,Trend Boutique #442,retail,regional_chain,LH,LH|ACS,LH:Harborfront|LH:Market Quarter|ACS:Sunridge Acres|ACS:Pine Hatch,21300.0,0.31,always_on,38,single_screen,high,2025-09-03,active
CLI-00215,Future Academy,education,local_business,LH,LH,LH:Downtown Core,8400.0,0.48,seasonal,13,single_screen,low,2019-10-13,active
CLI-00216,Quantum Software,technology,regional_chain,DAT,DAT|LH,DAT:Lakeside Loop|DAT:Union Flats|LH:North Terminus|LH:Downtown Core,93000.0,0.24,one_off,59,moderate_bundle,high,2026-04-25,active
CLI-00217,Neighbor Alliance,nonprofit,regional_chain,ACS,ACS|DAT,ACS:Cobblestone Village|ACS:Fallowfield|DAT:Milltown|DAT:Central Yard,17300.0,0.33,one_off,35,moderate_bundle,medium,2022-10-16,active
CLI-00218,Trend Retail Co #839,retail,regional_chain,ACS,ACS,ACS:Cobblestone Village|ACS:Maple Grove,22300.0,0.24,quarterly,27,moderate_bundle,medium,2022-01-23,lapsed
CLI-00219,Torque Auto Group,auto,national_chain,DAT,DAT|ACS,DAT:Ashford Row|DAT:Union Flats|DAT:Milltown|ACS:Greenhollow|ACS:Southgate Commons|ACS:Cobblestone Village,480700.0,0.09,quarterly,88,heavy_bundle,medium,2023-02-05,active
CLI-00220,Highstreet Retail Co #514,retail,local_business,LH,LH,LH:Cathedral Heights,10800.0,0.42,one_off,14,single_screen,low,2025-03-05,lapsed
CLI-00221,Urban Boutique #125,retail,local_business,LH,LH,LH:East Commons,8100.0,0.27,one_off,13,single_screen,low,2022-11-02,active
CLI-00222,Landmark Realty,real_estate,regional_chain,LH,LH|ACS,LH:North Terminus|LH:Riverside Junction|ACS:Windmere Park|ACS:Greenhollow,44000.0,0.33,quarterly,34,heavy_bundle,medium,2024-08-05,active
CLI-00223,Meridian Advisors #252,finance,regional_chain,ACS,ACS,ACS:Maple Grove|ACS:Sunridge Acres,77900.0,0.27,seasonal,18,moderate_bundle,low,2021-03-15,active
CLI-00224,ByteWorks Technologies,technology,national_chain,LH,LH|ACS|DAT,LH:North Terminus|LH:Downtown Core|LH:Financial Row|ACS:Maple Grove|ACS:Pine Hatch|ACS:Greenhollow|DAT:Bellwood|DAT:Founders Square|DAT:Harrow Point,572800.0,0.21,always_on,64,heavy_bundle,medium,2020-09-30,lapsed
CLI-00225,Neon Entertainment,entertainment,national_chain,LH,LH|ACS|DAT,LH:Riverside Junction|LH:East Commons|LH:North Terminus|ACS:Old Orchard|ACS:Greenhollow|ACS:Windmere Park|DAT:Union Flats|DAT:Lakeside Loop|DAT:Kestrel Heights,415500.0,0.21,seasonal,101,moderate_bundle,high,2019-03-28,active
CLI-00226,County of Health Department,government,local_business,ACS,ACS,ACS:Cobblestone Village,3900.0,0.47,seasonal,18,single_screen,low,2022-07-17,active
CLI-00227,Quantum Systems,technology,local_business,DAT,DAT,DAT:Central Yard,10200.0,0.38,seasonal,9,single_screen,low,2020-07-18,active
CLI-00228,Pure Snacks,cpg,local_business,LH,LH,LH:North Terminus,13000.0,0.37,quarterly,10,single_screen,medium,2019-06-08,active
CLI-00229,Neighbor Coalition,nonprofit,local_business,ACS,ACS,ACS:Old Orchard,3000.0,0.27,quarterly,21,moderate_bundle,low,2024-05-29,active
CLI-00230,Capital Bank #418,finance,local_business,LH,LH,LH:Downtown Core,4000.0,0.3,one_off,29,single_screen,low,2023-12-25,active
CLI-00231,Future Prep,education,regional_chain,LH,LH,LH:Harborfront|LH:North Terminus,31600.0,0.24,quarterly,28,heavy_bundle,medium,2021-10-01,active
CLI-00232,Nature Snacks,cpg,regional_chain,ACS,ACS,ACS:Cobblestone Village|ACS:Pine Hatch,49300.0,0.29,seasonal,15,single_screen,medium,2024-04-05,active
CLI-00233,Daily Consumer Goods,cpg,local_business,ACS,ACS,ACS:Brookview,14500.0,0.29,one_off,8,single_screen,medium,2018-12-29,lapsed
CLI-00234,Studio Live Events,entertainment,regional_chain,LH,LH|DAT,LH:Harborfront|LH:Downtown Core|DAT:Milltown|DAT:Ashford Row,70900.0,0.33,one_off,43,moderate_bundle,medium,2020-10-14,active
CLI-00235,Grand Inn & Suites,hospitality,local_business,ACS,ACS,ACS:Cobblestone Village,8300.0,0.46,one_off,29,single_screen,medium,2023-02-08,active
CLI-00236,Corner Boutique #580,retail,national_chain,LH,LH|ACS|DAT,LH:East Commons|LH:Market Quarter|LH:Harborfront|ACS:Greenhollow|ACS:Old Orchard|ACS:Cobblestone Village|DAT:Ashford Row|DAT:Founders Square|DAT:Lakeside Loop,260900.0,0.09,always_on,80,heavy_bundle,high,2025-04-11,active
CLI-00237,Grand Hotels,hospitality,regional_chain,DAT,DAT,DAT:Ashford Row|DAT:Founders Square,33700.0,0.19,one_off,40,single_screen,medium,2022-10-11,active
CLI-00238,Regional Bureau,government,local_business,ACS,ACS,ACS:Southgate Commons,5300.0,0.36,seasonal,18,single_screen,low,2024-02-01,active
CLI-00239,Scholar Learning Center,education,local_business,DAT,DAT,DAT:Lakeside Loop,11200.0,0.47,quarterly,11,single_screen,low,2022-05-13,active
CLI-00240,Pure Brands,cpg,regional_chain,DAT,DAT|ACS,DAT:Northbank|DAT:Ashford Row|ACS:Cobblestone Village|ACS:Southgate Commons,69800.0,0.34,quarterly,57,heavy_bundle,medium,2021-07-10,lapsed
CLI-00241,Studio Productions,entertainment,local_business,LH,LH,LH:Uptown Crescent,3300.0,0.49,one_off,14,single_screen,low,2026-01-16,active
CLI-00242,Summit Auto Group,auto,regional_chain,DAT,DAT,DAT:Union Flats|DAT:Lakeside Loop,78900.0,0.19,seasonal,41,moderate_bundle,low,2021-12-16,active
CLI-00243,Highway Auto Group,auto,regional_chain,LH,LH|ACS,LH:Riverside Junction|LH:Old Mill District|ACS:Southgate Commons|ACS:Brookview,31100.0,0.15,quarterly,55,moderate_bundle,high,2022-07-30,active
CLI-00244,Prime Mart #465,retail,local_business,LH,LH,LH:Cathedral Heights,10200.0,0.33,one_off,15,single_screen,low,2026-01-10,active
CLI-00245,Community Healthcare Partners,healthcare,local_business,LH,LH,LH:Riverside Junction,9200.0,0.29,one_off,25,single_screen,low,2021-04-03,active
CLI-00246,Metro Automotive,auto,local_business,DAT,DAT,DAT:Union Flats,12600.0,0.29,one_off,12,single_screen,low,2025-11-07,active
CLI-00247,Encore Entertainment #382,entertainment,regional_chain,DAT,DAT,DAT:Harrow Point|DAT:Union Flats,48300.0,0.28,always_on,14,single_screen,medium,2022-02-28,active
CLI-00248,Core Solutions,technology,local_business,ACS,ACS,ACS:Maple Grove,14700.0,0.26,one_off,13,single_screen,low,2023-02-22,active
CLI-00249,Metro Transit Authority,government,local_business,LH,LH,LH:Financial Row,4500.0,0.47,one_off,30,single_screen,medium,2024-08-14,active
CLI-00250,Highstreet Outfitters #807,retail,local_business,LH,LH,LH:Downtown Core,11500.0,0.44,seasonal,10,single_screen,low,2022-08-14,active
CLI-00251,Legacy Properties,real_estate,local_business,DAT,DAT,DAT:Harrow Point,3500.0,0.49,seasonal,20,single_screen,low,2019-03-15,active
CLI-00252,Cinema Entertainment #770,entertainment,local_business,ACS,ACS,ACS:Brookview,5500.0,0.45,quarterly,26,moderate_bundle,low,2023-01-24,active
CLI-00253,Fresh Consumer Goods,cpg,regional_chain,LH,LH|DAT,LH:Market Quarter|LH:North Terminus|DAT:Lakeside Loop|DAT:Union Flats,56300.0,0.21,always_on,57,moderate_bundle,low,2025-01-03,active
CLI-00254,Torque Motors,auto,local_business,LH,LH,LH:Old Mill District,12800.0,0.51,seasonal,9,single_screen,medium,2024-07-21,lapsed
CLI-00255,Legacy Homes,real_estate,local_business,ACS,ACS,ACS:Sunridge Acres,9200.0,0.39,seasonal,17,single_screen,low,2021-06-09,active
CLI-00256,Bright Institute,education,regional_chain,LH,LH,LH:Harborfront|LH:Uptown Crescent,16300.0,0.34,quarterly,45,heavy_bundle,medium,2024-08-20,active
CLI-00257,Fresh Brands,cpg,local_business,ACS,ACS,ACS:Greenhollow,7800.0,0.48,seasonal,28,single_screen,medium,2024-05-31,active
CLI-00258,Metro Commission,government,national_chain,DAT,DAT|LH|ACS,DAT:Kestrel Heights|DAT:Ashford Row|DAT:Northbank|LH:Downtown Core|LH:Financial Row|LH:East Commons|ACS:Old Orchard|ACS:Greenhollow|ACS:Sunridge Acres,320300.0,0.15,one_off,53,moderate_bundle,medium,2023-02-13,active
CLI-00259,Trust Capital Partners #587,finance,regional_chain,LH,LH|DAT,LH:Downtown Core|LH:Riverside Junction|DAT:Ashford Row|DAT:Central Yard,47900.0,0.28,always_on,15,heavy_bundle,medium,2022-04-25,active
CLI-00260,Bright Prep,education,local_business,DAT,DAT,DAT:Northbank,2700.0,0.55,quarterly,14,single_screen,low,2025-11-08,active
CLI-00261,Scholar Prep,education,local_business,DAT,DAT,DAT:Ashford Row,5000.0,0.35,seasonal,10,single_screen,low,2026-02-14,active
CLI-00262,Trend Mart #229,retail,local_business,DAT,DAT,DAT:Founders Square,11600.0,0.4,one_off,12,single_screen,low,2021-07-17,active
CLI-00263,Prime Goods #631,retail,local_business,LH,LH,LH:North Terminus,3300.0,0.31,one_off,30,single_screen,medium,2025-05-14,active
CLI-00264,Nature Snacks #637,cpg,regional_chain,LH,LH,LH:Riverside Junction|LH:North Terminus,29800.0,0.21,one_off,46,single_screen,medium,2024-07-21,active
CLI-00265,ByteWorks Software,technology,regional_chain,ACS,ACS|LH,ACS:Sunridge Acres|ACS:Greenhollow|LH:Cathedral Heights|LH:Riverside Junction,34000.0,0.17,seasonal,26,moderate_bundle,medium,2022-10-31,active
CLI-00266,Neighbor Foundation,nonprofit,local_business,LH,LH,LH:Uptown Crescent,2200.0,0.45,one_off,14,moderate_bundle,medium,2021-11-04,active
CLI-00267,Corner Mart #346,retail,local_business,DAT,DAT,DAT:Harrow Point,10100.0,0.33,one_off,7,single_screen,low,2022-06-19,active
CLI-00268,Cornerstone Developments,real_estate,local_business,ACS,ACS,ACS:Pine Hatch,8700.0,0.26,quarterly,24,single_screen,low,2021-04-05,active
CLI-00269,Legacy Developments,real_estate,regional_chain,ACS,ACS|DAT,ACS:Sunridge Acres|ACS:Brookview|DAT:Northbank|DAT:Kestrel Heights,68900.0,0.34,seasonal,19,heavy_bundle,medium,2025-11-16,active
CLI-00270,Metro Motors,auto,local_business,DAT,DAT,DAT:Union Flats,16900.0,0.36,seasonal,17,single_screen,low,2025-09-08,active
CLI-00271,Neon Studios #344,entertainment,national_chain,ACS,ACS|LH|DAT,ACS:Old Orchard|ACS:Greenhollow|ACS:Cobblestone Village|LH:Harborfront|LH:Uptown Crescent|LH:North Terminus|DAT:Lakeside Loop|DAT:Union Flats|DAT:Kestrel Heights,132900.0,0.17,always_on,51,heavy_bundle,medium,2019-08-23,active
CLI-00272,ByteWorks Systems,technology,local_business,DAT,DAT,DAT:Union Flats,4300.0,0.35,quarterly,9,single_screen,low,2026-01-24,active
CLI-00273,Cinema Productions #769,entertainment,regional_chain,LH,LH|DAT,LH:Riverside Junction|LH:East Commons|DAT:Kestrel Heights|DAT:Central Yard,18500.0,0.21,one_off,33,heavy_bundle,medium,2025-01-09,active
CLI-00274,Signal Networks,telecom,local_business,LH,LH,LH:Uptown Crescent,7900.0,0.29,one_off,16,single_screen,low,2021-09-23,active
CLI-00275,Foundation Learning Center,education,local_business,DAT,DAT,DAT:Harrow Point,7900.0,0.29,one_off,12,moderate_bundle,low,2019-01-11,active
CLI-00276,Regency Lodging,hospitality,local_business,LH,LH,LH:Riverside Junction,4500.0,0.32,one_off,20,single_screen,low,2020-02-27,active
CLI-00277,Pure Foods,cpg,regional_chain,ACS,ACS|LH,ACS:Brookview|ACS:Southgate Commons|LH:Cathedral Heights|LH:East Commons,56500.0,0.17,seasonal,41,moderate_bundle,medium,2024-01-28,lapsed
CLI-00278,Trend Boutique #337,retail,regional_chain,ACS,ACS|LH,ACS:Brookview|ACS:Fallowfield|LH:Downtown Core|LH:Market Quarter,39700.0,0.34,seasonal,39,moderate_bundle,medium,2020-11-21,active
CLI-00279,Cinema Studios #631,entertainment,local_business,DAT,DAT,DAT:Ashford Row,3500.0,0.34,seasonal,24,single_screen,low,2019-06-06,active
CLI-00280,Fresh Foods #202,cpg,local_business,ACS,ACS,ACS:Brookview,6100.0,0.42,one_off,20,single_screen,low,2023-03-28,lapsed
CLI-00281,Ledger Bank #508,finance,local_business,LH,LH,LH:Cathedral Heights,15100.0,0.33,one_off,22,single_screen,low,2021-07-07,active
CLI-00282,Drive Automotive,auto,regional_chain,LH,LH,LH:Market Quarter|LH:Harborfront,66900.0,0.26,one_off,40,single_screen,high,2022-04-01,active
CLI-00283,Neon Studios #249,entertainment,regional_chain,LH,LH|ACS,LH:Harborfront|LH:Uptown Crescent|ACS:Pine Hatch|ACS:Fallowfield,35200.0,0.17,one_off,23,moderate_bundle,high,2022-12-11,lapsed
CLI-00284,Plaza Hospitality Group,hospitality,local_business,DAT,DAT,DAT:Harrow Point,6800.0,0.3,seasonal,9,single_screen,low,2019-08-03,active
CLI-00285,Regency Inn & Suites,hospitality,local_business,ACS,ACS,ACS:Maple Grove,8600.0,0.4,one_off,8,single_screen,medium,2019-05-24,active
CLI-00286,Sterling Bank #443,finance,local_business,DAT,DAT,DAT:Ashford Row,5600.0,0.44,one_off,10,single_screen,medium,2025-03-15,active
CLI-00287,Bridge Relief Fund,nonprofit,local_business,LH,LH,LH:Market Quarter,8000.0,0.4,quarterly,22,moderate_bundle,low,2020-02-15,active
CLI-00288,Trust Bank #863,finance,national_chain,ACS,ACS|LH|DAT,ACS:Sunridge Acres|ACS:Greenhollow|ACS:Windmere Park|LH:Downtown Core|LH:Riverside Junction|LH:North Terminus|DAT:Harrow Point|DAT:Central Yard|DAT:Lakeside Loop,578700.0,0.22,one_off,68,heavy_bundle,high,2022-07-14,active
CLI-00289,Connect Wireless,telecom,local_business,DAT,DAT,DAT:Lakeside Loop,11400.0,0.29,one_off,10,single_screen,low,2022-10-02,active
CLI-00290,Plaza Hotels,hospitality,local_business,DAT,DAT,DAT:Lakeside Loop,11400.0,0.35,one_off,9,single_screen,low,2026-03-07,active
CLI-00291,Fresh Foods #506,cpg,national_chain,ACS,ACS|LH|DAT,ACS:Maple Grove|ACS:Brookview|ACS:Old Orchard|LH:Harborfront|LH:Market Quarter|LH:North Terminus|DAT:Lakeside Loop|DAT:Founders Square|DAT:Northbank,225000.0,0.2,quarterly,53,heavy_bundle,high,2019-04-12,active
CLI-00292,Neon Studios #231,entertainment,local_business,ACS,ACS,ACS:Old Orchard,12400.0,0.41,quarterly,29,moderate_bundle,low,2021-12-09,active
CLI-00293,Encore Studios #655,entertainment,local_business,ACS,ACS,ACS:Cobblestone Village,13500.0,0.48,seasonal,25,moderate_bundle,low,2023-10-14,active
