poi_id,city_id,city_zone,name,poi_type,scale,est_daily_footfall,anchor_location_id,distance_to_location_km,distance_to_location_mi,is_network_hub,side_of_road,peak_daypart
LH-POI-0342,LH,Market Quarter,Market Quarter Civic Center,government_building,flagship,30734,LH-LOC-0184,0.605,0.376,False,far_side,midday
LH-POI-0343,LH,Downtown Core,Downtown Core Corporate Center,office_park,major,11438,LH-LOC-0216,0.502,0.312,True,near_side,afternoon
LH-POI-0344,LH,Downtown Core,North Downtown Corporate Campus,corporate_campus,neighborhood,7129,LH-LOC-0216,0.177,0.11,True,near_side,morning
LH-POI-0345,LH,East Commons,Stone East Plaza,tourist_landmark,neighborhood,1728,LH-LOC-0115,0.407,0.253,False,far_side,night
LH-POI-0346,LH,Market Quarter,Market Quarter Residences,residential_tower,major,7007,LH-LOC-0079,0.073,0.045,True,far_side,morning
LH-POI-0347,LH,Market Quarter,Parkview Market Shopping Center,shopping_mall,neighborhood,4004,LH-LOC-0079,0.35,0.217,True,far_side,midday
LH-POI-0348,LH,Market Quarter,Ivy Nightlife Quarter,entertainment_district,minor,1201,LH-LOC-0079,0.023,0.014,True,far_side,afternoon
LH-POI-0349,LH,Riverside Junction,Stone Riverside Galleria,shopping_mall,neighborhood,3062,LH-LOC-0212,0.358,0.222,False,far_side,morning
LH-POI-0350,LH,Financial Row,Heritage Office Commons,office_park,minor,1804,LH-LOC-0170,0.247,0.153,False,far_side,midday
LH-POI-0351,LH,Uptown Crescent,Cedar University,university,flagship,30803,LH-LOC-0084,0.241,0.15,True,near_side,afternoon
LH-POI-0352,LH,Uptown Crescent,Uptown Crescent Entertainment District,entertainment_district,major,10568,LH-LOC-0084,0.131,0.081,True,near_side,evening
LH-POI-0353,LH,Uptown Crescent,Uptown Crescent Fresh Market,grocery_anchor,minor,940,LH-LOC-0084,0.128,0.08,True,near_side,midday
LH-POI-0354,LH,Uptown Crescent,Stone Uptown Mall,shopping_mall,minor,1254,LH-LOC-0084,0.141,0.088,True,near_side,night
LH-POI-0355,LH,Old Mill District,Ivy Health Pavilion,hospital,major,6347,LH-LOC-0218,0.582,0.362,False,near_side,afternoon
LH-POI-0356,LH,Riverside Junction,Stone Nightlife Quarter,entertainment_district,neighborhood,1224,LH-LOC-0027,0.183,0.114,True,near_side,midday
LH-POI-0357,LH,Riverside Junction,Cedar Grocery & Provisions,grocery_anchor,minor,923,LH-LOC-0027,0.175,0.109,True,far_side,evening
LH-POI-0358,LH,Riverside Junction,Riverside Junction Landmark Tower,tourist_landmark,neighborhood,1605,LH-LOC-0027,0.041,0.025,True,near_side,morning
LH-POI-0359,LH,Riverside Junction,Riverside Junction Health Pavilion,hospital,neighborhood,2050,LH-LOC-0027,0.073,0.045,True,near_side,evening
LH-POI-0360,LH,Old Mill District,Old Mill District Market,grocery_anchor,neighborhood,3236,LH-LOC-0083,0.072,0.045,True,near_side,evening
LH-POI-0361,LH,Old Mill District,Riverside Civic Center,government_building,neighborhood,1442,LH-LOC-0083,0.131,0.081,True,far_side,morning
LH-POI-0362,LH,Old Mill District,Old Mill District Galleria,shopping_mall,neighborhood,4154,LH-LOC-0083,0.315,0.196,True,far_side,afternoon
LH-POI-0363,LH,Cathedral Heights,Harbor Office Commons,office_park,major,4151,LH-LOC-0076,0.421,0.262,True,far_side,morning
LH-POI-0364,LH,Cathedral Heights,Grand Tech Campus,corporate_campus,major,3177,LH-LOC-0076,0.335,0.208,True,near_side,morning
LH-POI-0365,LH,Cathedral Heights,Cathedral Heights Grand Hotel,hotel_convention,neighborhood,1444,LH-LOC-0076,0.217,0.135,True,near_side,morning
LH-POI-0366,LH,Financial Row,Crescent Financial Market,grocery_anchor,major,9301,LH-LOC-0140,0.649,0.403,False,near_side,evening
LH-POI-0367,LH,Riverside Junction,Crescent Apartments,residential_tower,major,6222,LH-LOC-0047,0.192,0.119,True,near_side,morning
LH-POI-0368,LH,Riverside Junction,North Galleria,shopping_mall,major,7714,LH-LOC-0047,0.108,0.067,True,far_side,evening
LH-POI-0369,LH,Riverside Junction,Landmark Civic Center,government_building,neighborhood,3153,LH-LOC-0047,0.29,0.18,True,near_side,midday
LH-POI-0370,LH,Cathedral Heights,Cathedral Heights Corporate Campus,corporate_campus,flagship,12053,LH-LOC-0211,0.9,0.559,False,near_side,evening
LH-POI-0371,LH,Market Quarter,North Market Mall,shopping_mall,minor,1258,LH-LOC-0324,0.246,0.153,False,near_side,afternoon
LH-POI-0372,LH,Old Mill District,Old Mill District Fresh Market,grocery_anchor,neighborhood,2104,LH-LOC-0348,0.372,0.231,False,far_side,morning
LH-POI-0373,LH,Downtown Core,Metro Shopping Center,shopping_mall,minor,410,LH-LOC-0021,0.216,0.134,False,far_side,evening
LH-POI-0374,LH,Downtown Core,Metro Downtown Tech Campus,corporate_campus,major,15443,LH-LOC-0021,0.631,0.392,False,far_side,evening
LH-POI-0375,LH,Uptown Crescent,Uptown Crescent Shopping Center,shopping_mall,minor,521,LH-LOC-0109,0.203,0.126,False,far_side,afternoon
LH-POI-0376,LH,Harborfront,Parkview Harborfront Mall,shopping_mall,neighborhood,3535,LH-LOC-0187,0.048,0.03,False,far_side,afternoon
LH-POI-0377,LH,Riverside Junction,Landmark Riverside Fresh Market,grocery_anchor,major,5786,LH-LOC-0292,0.337,0.209,False,far_side,midday
LH-POI-0378,LH,Downtown Core,North Downtown Corporate Center,office_park,flagship,51195,LH-LOC-0206,0.422,0.262,True,far_side,morning
LH-POI-0379,LH,Downtown Core,Founders Shopping Center,shopping_mall,major,13542,LH-LOC-0206,0.517,0.321,True,near_side,afternoon
LH-POI-0380,LH,Downtown Core,Grand Hotel & Conference Center,hotel_convention,major,14388,LH-LOC-0276,0.128,0.08,True,far_side,night
LH-POI-0381,LH,Downtown Core,Stone Corporate Center,office_park,minor,729,LH-LOC-0276,0.023,0.014,True,near_side,morning
LH-POI-0382,LH,North Terminus,Stone North Nightlife Quarter,entertainment_district,neighborhood,1509,LH-LOC-0133,0.329,0.204,False,near_side,midday
LH-POI-0383,LH,Financial Row,Crescent Financial Headquarters Campus,corporate_campus,minor,1192,LH-LOC-0240,0.174,0.108,False,near_side,evening
LH-POI-0384,LH,Uptown Crescent,Parkview Institute of Technology,university,flagship,13925,LH-LOC-0239,1.047,0.651,False,far_side,morning
LH-POI-0385,LH,Uptown Crescent,Grand Grocery & Provisions,grocery_anchor,major,8177,LH-LOC-0229,0.114,0.071,False,far_side,evening
LH-POI-0386,LH,Old Mill District,Old Mill District Municipal Building,government_building,neighborhood,1146,LH-LOC-0178,0.149,0.093,False,far_side,morning
LH-POI-0387,LH,Old Mill District,Metro Old Mall,shopping_mall,major,5727,LH-LOC-0128,0.312,0.194,False,near_side,evening
LH-POI-0388,LH,North Terminus,North Terminus University,university,neighborhood,1607,LH-LOC-0048,0.309,0.192,False,near_side,afternoon
LH-POI-0389,LH,North Terminus,Harbor City Hall,government_building,minor,447,LH-LOC-0048,0.261,0.162,False,near_side,afternoon
LH-POI-0390,LH,Riverside Junction,Riverside Junction Apartments,residential_tower,minor,805,LH-LOC-0087,0.092,0.057,True,near_side,morning
LH-POI-0391,LH,Riverside Junction,Summit Riverside Nightlife Quarter,entertainment_district,minor,379,LH-LOC-0087,0.095,0.059,True,near_side,midday
LH-POI-0392,LH,Riverside Junction,Riverside Junction Galleria,shopping_mall,minor,709,LH-LOC-0087,0.138,0.086,True,near_side,evening
LH-POI-0393,LH,Market Quarter,Market Quarter Apartments,residential_tower,minor,431,LH-LOC-0099,0.047,0.029,False,near_side,morning
LH-POI-0394,LH,Market Quarter,Market Quarter Municipal Building,government_building,minor,474,LH-LOC-0099,0.083,0.052,False,far_side,midday
LH-POI-0395,LH,Uptown Crescent,Riverside Grocery & Provisions,grocery_anchor,major,5814,LH-LOC-0339,0.138,0.086,False,far_side,afternoon
LH-POI-0396,LH,North Terminus,North Terminus Residences,residential_tower,minor,314,LH-LOC-0113,0.104,0.065,False,near_side,evening
LH-POI-0397,LH,Cathedral Heights,Cathedral Heights Tech Campus,corporate_campus,neighborhood,1788,LH-LOC-0191,0.245,0.152,False,near_side,evening
LH-POI-0398,LH,Cathedral Heights,Heritage Heritage Museum,museum,major,3950,LH-LOC-0261,0.103,0.064,False,near_side,afternoon
LH-POI-0399,LH,Old Mill District,Landmark Medical Center,hospital,neighborhood,1391,LH-LOC-0228,0.319,0.198,False,far_side,midday
LH-POI-0400,LH,Riverside Junction,Summit Riverside Mall,shopping_mall,major,5789,LH-LOC-0112,0.11,0.068,False,near_side,evening
LH-POI-0401,LH,Financial Row,Harbor Business Park,office_park,major,19200,LH-LOC-0095,0.318,0.198,False,near_side,midday
LH-POI-0402,LH,Financial Row,Cedar Financial Municipal Building,government_building,minor,893,LH-LOC-0095,0.101,0.063,False,far_side,midday
LH-POI-0403,LH,East Commons,Ivy University,university,major,5930,LH-LOC-0205,0.351,0.218,False,near_side,evening
LH-POI-0404,LH,Harborfront,Central Harborfront Nightlife Quarter,entertainment_district,major,4726,LH-LOC-0032,0.453,0.281,False,near_side,night
LH-POI-0405,LH,Harborfront,Grand Harborfront University,university,neighborhood,3004,LH-LOC-0032,0.053,0.033,False,far_side,afternoon
LH-POI-0406,LH,Old Mill District,Old Mill District Grocery & Provisions,grocery_anchor,major,5065,LH-LOC-0268,0.277,0.172,False,far_side,midday
LH-POI-0407,LH,Financial Row,Financial Row Museum,museum,flagship,46716,LH-LOC-0085,0.169,0.105,True,far_side,midday
LH-POI-0408,LH,Financial Row,North Convention Center,hotel_convention,neighborhood,3222,LH-LOC-0085,0.105,0.065,True,near_side,midday
LH-POI-0409,LH,Financial Row,Grand Financial Business Park,office_park,major,14252,LH-LOC-0085,0.164,0.102,True,far_side,morning
LH-POI-0410,LH,Financial Row,Founders Financial City Hall,government_building,major,9235,LH-LOC-0085,0.347,0.216,True,near_side,evening
LH-POI-0411,LH,Old Mill District,Central City Hall,government_building,minor,796,LH-LOC-0168,0.148,0.092,False,far_side,morning
LH-POI-0412,LH,Riverside Junction,Central Landmark Tower,tourist_landmark,minor,457,LH-LOC-0222,0.209,0.13,False,near_side,morning
LH-POI-0413,LH,Old Mill District,Old Mill District Municipal Building,government_building,neighborhood,3825,LH-LOC-0013,0.049,0.03,True,far_side,morning
LH-POI-0414,LH,Old Mill District,Heritage Market,grocery_anchor,neighborhood,2308,LH-LOC-0013,0.3,0.186,True,far_side,afternoon
LH-POI-0415,LH,Old Mill District,Landmark Old Health Pavilion,hospital,minor,263,LH-LOC-0013,0.199,0.124,True,near_side,midday
LH-POI-0416,LH,Old Mill District,Old Mill District Towers,residential_tower,neighborhood,3002,LH-LOC-0013,0.277,0.172,True,far_side,evening
LH-POI-0417,LH,Uptown Crescent,Founders Uptown Institute of Technology,university,major,5232,LH-LOC-0289,0.283,0.176,False,near_side,afternoon
LH-POI-0418,LH,Cathedral Heights,Metro Cathedral Municipal Building,government_building,major,4978,LH-LOC-0221,0.711,0.442,False,near_side,afternoon
LH-POI-0419,LH,Harborfront,Harborfront Health Pavilion,hospital,flagship,27234,LH-LOC-0092,0.759,0.472,True,far_side,morning
LH-POI-0420,LH,Harborfront,Crescent Harborfront Market,grocery_anchor,minor,1086,LH-LOC-0092,0.027,0.017,True,near_side,midday
LH-POI-0421,LH,Harborfront,Harborfront Business Park,office_park,neighborhood,3367,LH-LOC-0092,0.152,0.094,True,near_side,midday
LH-POI-0422,LH,Harborfront,North Harborfront Residences,residential_tower,neighborhood,1612,LH-LOC-0092,0.183,0.114,True,far_side,morning
LH-POI-0423,LH,Old Mill District,Summit Old Health Pavilion,hospital,neighborhood,3558,LH-LOC-0308,0.483,0.3,False,far_side,evening
LH-POI-0424,LH,Market Quarter,Market Quarter Fresh Market,grocery_anchor,neighborhood,4278,LH-LOC-0049,0.128,0.08,True,far_side,afternoon
LH-POI-0425,LH,Market Quarter,Harbor Market Galleria,shopping_mall,major,10942,LH-LOC-0049,0.171,0.106,True,near_side,evening
LH-POI-0426,LH,Market Quarter,Market Quarter City Hall,government_building,neighborhood,1664,LH-LOC-0049,0.316,0.196,True,near_side,afternoon
LH-POI-0427,LH,Downtown Core,Metro Convention Center,hotel_convention,minor,1053,LH-LOC-0166,0.102,0.063,True,far_side,evening
LH-POI-0428,LH,Downtown Core,Downtown Core Business Park,office_park,minor,1805,LH-LOC-0166,0.129,0.08,True,far_side,midday
LH-POI-0429,LH,North Terminus,Heritage North Galleria,shopping_mall,neighborhood,1593,LH-LOC-0193,0.233,0.145,False,far_side,evening
LH-POI-0430,LH,East Commons,Ivy East Shopping Center,shopping_mall,neighborhood,811,LH-LOC-0335,0.339,0.211,False,far_side,afternoon
LH-POI-0431,LH,Financial Row,Founders Financial Shopping Center,shopping_mall,minor,2030,LH-LOC-0065,0.102,0.063,True,near_side,afternoon
LH-POI-0432,LH,Financial Row,Summit Financial Heritage Museum,museum,neighborhood,3875,LH-LOC-0065,0.263,0.163,True,far_side,midday
LH-POI-0433,LH,Financial Row,Heritage Financial Corporate Center,office_park,neighborhood,4055,LH-LOC-0065,0.241,0.15,True,far_side,evening
LH-POI-0434,LH,North Terminus,North North Health Pavilion,hospital,major,2825,LH-LOC-0243,0.347,0.216,False,near_side,afternoon
LH-POI-0435,LH,Market Quarter,Ivy City Hall,government_building,neighborhood,4396,LH-LOC-0204,0.229,0.142,False,near_side,morning
LH-POI-0436,LH,Uptown Crescent,Uptown Crescent Fresh Market,grocery_anchor,major,10936,LH-LOC-0159,0.213,0.132,False,near_side,midday
LH-POI-0437,LH,Riverside Junction,Parkview Riverside Theater Row,entertainment_district,neighborhood,1891,LH-LOC-0162,0.243,0.151,False,far_side,evening
LH-POI-0438,LH,Harborfront,Cedar Apartments,residential_tower,neighborhood,2177,LH-LOC-0022,0.239,0.149,True,far_side,midday
LH-POI-0439,LH,Harborfront,Parkview Harborfront Theater Row,entertainment_district,flagship,16744,LH-LOC-0022,0.555,0.345,True,far_side,night
LH-POI-0440,LH,Harborfront,Harborfront Plaza,tourist_landmark,minor,591,LH-LOC-0022,0.129,0.08,True,far_side,midday
LH-POI-0441,LH,Old Mill District,Union Old Market,grocery_anchor,major,7796,LH-LOC-0103,0.249,0.155,True,near_side,afternoon
LH-POI-0442,LH,Old Mill District,Cedar Theater Row,entertainment_district,minor,215,LH-LOC-0103,0.104,0.065,True,far_side,midday
LH-POI-0443,LH,Old Mill District,Stone Old Residences,residential_tower,minor,779,LH-LOC-0103,0.179,0.111,True,near_side,evening
LH-POI-0444,LH,North Terminus,North Terminus Entertainment District,entertainment_district,major,3096,LH-LOC-0313,0.148,0.092,False,near_side,evening
LH-POI-0445,LH,Uptown Crescent,Grand Uptown University,university,major,7782,LH-LOC-0104,0.253,0.157,False,far_side,midday
LH-POI-0446,LH,Uptown Crescent,Uptown Crescent Theater Row,entertainment_district,neighborhood,2152,LH-LOC-0104,0.332,0.206,False,far_side,afternoon
LH-POI-0447,LH,Cathedral Heights,Founders Cathedral Tech Campus,corporate_campus,neighborhood,671,LH-LOC-0151,0.151,0.094,False,far_side,morning
LH-POI-0448,LH,Market Quarter,Grand Apartments,residential_tower,major,8966,LH-LOC-0019,0.534,0.332,True,near_side,night
LH-POI-0449,LH,Market Quarter,Summit Market Fresh Market,grocery_anchor,neighborhood,3517,LH-LOC-0019,0.089,0.055,True,far_side,evening
LH-POI-0450,LH,Market Quarter,Market Quarter Mall,shopping_mall,minor,1017,LH-LOC-0019,0.098,0.061,True,far_side,midday
LH-POI-0451,LH,Market Quarter,Riverside Civic Center,government_building,minor,281,LH-LOC-0019,0.027,0.017,True,near_side,morning
LH-POI-0452,LH,Old Mill District,Metro Galleria,shopping_mall,major,7357,LH-LOC-0318,0.383,0.238,False,near_side,afternoon
LH-POI-0453,LH,Harborfront,Harborfront General Hospital,hospital,neighborhood,3743,LH-LOC-0317,0.305,0.19,False,far_side,morning
LH-POI-0454,LH,East Commons,Parkview East Business Park,office_park,neighborhood,1392,LH-LOC-0070,0.149,0.093,True,far_side,midday
LH-POI-0455,LH,East Commons,Stone East Entertainment District,entertainment_district,neighborhood,2018,LH-LOC-0070,0.199,0.124,True,far_side,afternoon
LH-POI-0456,LH,East Commons,Riverside Shopping Center,shopping_mall,minor,191,LH-LOC-0070,0.02,0.012,True,far_side,afternoon
LH-POI-0457,LH,Uptown Crescent,Uptown Crescent Apartments,residential_tower,major,8202,LH-LOC-0094,0.552,0.343,False,near_side,morning
LH-POI-0458,LH,Uptown Crescent,South Uptown Galleria,shopping_mall,neighborhood,1942,LH-LOC-0094,0.406,0.252,False,far_side,evening
LH-POI-0459,LH,Downtown Core,Downtown Core Business Park,office_park,major,10366,LH-LOC-0246,0.35,0.217,True,far_side,morning
LH-POI-0460,LH,Downtown Core,Harbor Downtown Civic Center,government_building,minor,1911,LH-LOC-0246,0.075,0.047,True,near_side,midday
LH-POI-0461,LH,Old Mill District,Parkview Old Fresh Market,grocery_anchor,neighborhood,3607,LH-LOC-0238,0.481,0.299,False,near_side,midday
LH-POI-0462,LH,East Commons,Metro East General Hospital,hospital,major,4265,LH-LOC-0090,0.283,0.176,True,far_side,midday
LH-POI-0463,LH,East Commons,Crescent East Theater Row,entertainment_district,minor,550,LH-LOC-0090,0.182,0.113,True,near_side,evening
LH-POI-0464,LH,East Commons,Ivy Fresh Market,grocery_anchor,major,2667,LH-LOC-0090,0.069,0.043,True,near_side,morning
LH-POI-0465,LH,East Commons,East Commons Office Commons,office_park,minor,401,LH-LOC-0090,0.12,0.075,True,far_side,midday
LH-POI-0466,LH,Market Quarter,Ivy Market Shopping Center,shopping_mall,neighborhood,3885,LH-LOC-0174,0.167,0.104,False,near_side,afternoon
LH-POI-0467,LH,Market Quarter,Union Shopping Center,shopping_mall,major,12590,LH-LOC-0304,0.787,0.489,False,far_side,evening
LH-POI-0468,LH,Harborfront,Stone Mall,shopping_mall,minor,879,LH-LOC-0287,0.291,0.181,False,far_side,afternoon
LH-POI-0469,LH,Market Quarter,Market Quarter Towers,residential_tower,major,6713,LH-LOC-0069,0.568,0.353,False,near_side,evening
LH-POI-0470,LH,Market Quarter,Market Quarter Galleria,shopping_mall,minor,283,LH-LOC-0069,0.202,0.126,False,near_side,night
LH-POI-0471,LH,Cathedral Heights,Cathedral Heights Grand Hotel,hotel_convention,neighborhood,1042,LH-LOC-0171,0.208,0.129,False,far_side,night
LH-POI-0472,LH,Uptown Crescent,Uptown Crescent Entertainment District,entertainment_district,major,11888,LH-LOC-0054,0.303,0.188,True,near_side,evening
LH-POI-0473,LH,Uptown Crescent,Stone Uptown Galleria,shopping_mall,major,5484,LH-LOC-0054,0.382,0.237,True,near_side,midday
LH-POI-0474,LH,Uptown Crescent,Landmark College,university,minor,939,LH-LOC-0054,0.094,0.058,True,near_side,morning
LH-POI-0475,LH,North Terminus,Union North Apartments,residential_tower,neighborhood,1346,LH-LOC-0303,0.145,0.09,False,near_side,evening
LH-POI-0476,LH,Harborfront,Grand Harborfront Galleria,shopping_mall,neighborhood,1402,LH-LOC-0177,0.151,0.094,False,near_side,night
LH-POI-0477,LH,Downtown Core,North Heritage Museum,museum,flagship,34815,LH-LOC-0296,0.835,0.519,True,far_side,midday
LH-POI-0478,LH,Downtown Core,Cedar Downtown Office Commons,office_park,minor,1776,LH-LOC-0296,0.048,0.03,True,far_side,morning
LH-POI-0479,LH,North Terminus,North Terminus Apartments,residential_tower,major,3892,LH-LOC-0183,0.176,0.109,False,near_side,evening
LH-POI-0480,LH,Financial Row,Founders Mall,shopping_mall,neighborhood,3094,LH-LOC-0330,0.454,0.282,False,far_side,evening
LH-POI-0481,LH,Financial Row,Financial Row Grand Hotel,hotel_convention,flagship,39628,LH-LOC-0130,1.019,0.633,False,far_side,evening
LH-POI-0482,LH,Riverside Junction,Ivy Riverside Grocery & Provisions,grocery_anchor,flagship,17085,LH-LOC-0192,0.391,0.243,False,far_side,evening
LH-POI-0483,LH,Uptown Crescent,Uptown Crescent Residences,residential_tower,minor,1124,LH-LOC-0199,0.181,0.112,False,near_side,morning
LH-POI-0484,LH,Old Mill District,Old Mill District Health Pavilion,hospital,neighborhood,1141,LH-LOC-0023,0.191,0.119,True,near_side,midday
LH-POI-0485,LH,Old Mill District,Old Mill District Civic Center,government_building,neighborhood,1448,LH-LOC-0023,0.159,0.099,True,far_side,morning
LH-POI-0486,LH,Old Mill District,Old Mill District Market,grocery_anchor,minor,1112,LH-LOC-0023,0.091,0.057,True,near_side,afternoon
LH-POI-0487,LH,Old Mill District,Ivy Apartments,residential_tower,neighborhood,2609,LH-LOC-0023,0.346,0.215,True,far_side,evening
LH-POI-0488,LH,Financial Row,Financial Row Galleria,shopping_mall,neighborhood,6357,LH-LOC-0340,0.24,0.149,False,far_side,midday
LH-POI-0489,LH,Financial Row,Grand City Hall,government_building,neighborhood,5592,LH-LOC-0200,0.352,0.219,False,near_side,midday
LH-POI-0490,LH,Downtown Core,Ivy Downtown Headquarters Campus,corporate_campus,flagship,29008,LH-LOC-0011,0.539,0.335,False,far_side,evening
LH-POI-0491,LH,Downtown Core,Landmark Gallery,museum,neighborhood,6150,LH-LOC-0011,0.311,0.193,False,far_side,afternoon
LH-POI-0492,LH,Market Quarter,Founders Galleria,shopping_mall,neighborhood,4135,LH-LOC-0284,0.164,0.102,False,near_side,afternoon
LH-POI-0493,LH,Riverside Junction,Riverside Junction Towers,residential_tower,neighborhood,1893,LH-LOC-0302,0.338,0.21,False,far_side,morning
LH-POI-0494,LH,Financial Row,Harbor Financial Heritage Museum,museum,major,10404,LH-LOC-0260,0.111,0.069,False,far_side,evening
LH-POI-0495,LH,Uptown Crescent,Ivy Galleria,shopping_mall,major,12662,LH-LOC-0279,0.294,0.183,False,far_side,midday
LH-POI-0496,LH,Financial Row,Founders Financial Office Commons,office_park,major,9184,LH-LOC-0270,0.151,0.094,False,near_side,evening
LH-POI-0497,LH,Financial Row,Financial Row Civic Center,government_building,minor,1341,LH-LOC-0035,0.164,0.102,True,far_side,night
LH-POI-0498,LH,Financial Row,Parkview Financial Grand Hotel,hotel_convention,minor,1846,LH-LOC-0035,0.107,0.066,True,near_side,afternoon
LH-POI-0499,LH,Financial Row,Financial Row Museum,museum,neighborhood,3885,LH-LOC-0035,0.335,0.208,True,near_side,morning
LH-POI-0500,LH,East Commons,Stone East Mall,shopping_mall,neighborhood,2059,LH-LOC-0185,0.066,0.041,False,far_side,afternoon
LH-POI-0501,LH,Uptown Crescent,Parkview College,university,minor,962,LH-LOC-0269,0.275,0.171,False,near_side,morning
LH-POI-0502,LH,Uptown Crescent,Landmark Institute of Technology,university,neighborhood,2564,LH-LOC-0044,0.396,0.246,False,near_side,morning
LH-POI-0503,LH,Uptown Crescent,Uptown Crescent Galleria,shopping_mall,minor,813,LH-LOC-0044,0.032,0.02,False,near_side,evening
LH-POI-0504,LH,Cathedral Heights,Landmark Grand Hotel,hotel_convention,major,2630,LH-LOC-0096,0.348,0.216,True,near_side,evening
LH-POI-0505,LH,Cathedral Heights,Cathedral Heights Grocery & Provisions,grocery_anchor,neighborhood,1066,LH-LOC-0096,0.246,0.153,True,near_side,night
LH-POI-0506,LH,Cathedral Heights,Crescent Cathedral Mall,shopping_mall,minor,100,LH-LOC-0096,0.054,0.034,True,far_side,afternoon
LH-POI-0507,LH,Market Quarter,Market Quarter Galleria,shopping_mall,major,12546,LH-LOC-0214,0.34,0.211,False,near_side,afternoon
LH-POI-0508,LH,North Terminus,North Terminus Fresh Market,grocery_anchor,major,4150,LH-LOC-0293,0.5,0.311,False,far_side,evening
LH-POI-0509,LH,Uptown Crescent,Landmark Residences,residential_tower,neighborhood,4347,LH-LOC-0309,0.122,0.076,False,far_side,evening
LH-POI-0510,LH,Cathedral Heights,Cathedral Heights Tech Campus,corporate_campus,flagship,11980,LH-LOC-0181,0.812,0.505,False,near_side,morning
LH-POI-0511,LH,Downtown Core,Metro Downtown Convention Center,hotel_convention,major,16777,LH-LOC-0001,0.142,0.088,False,far_side,afternoon
LH-POI-0512,LH,Downtown Core,Grand Gallery,museum,neighborhood,4144,LH-LOC-0001,0.293,0.182,False,far_side,midday
LH-POI-0513,LH,Financial Row,Financial Row Tech Campus,corporate_campus,neighborhood,5543,LH-LOC-0220,0.301,0.187,False,far_side,midday
LH-POI-0514,LH,Financial Row,Union Financial Museum,museum,major,17374,LH-LOC-0150,0.723,0.449,False,near_side,midday
LH-POI-0515,LH,Uptown Crescent,Uptown Crescent Apartments,residential_tower,neighborhood,4321,LH-LOC-0074,0.042,0.026,True,near_side,morning
LH-POI-0516,LH,Uptown Crescent,Stone Uptown Institute of Technology,university,minor,880,LH-LOC-0074,0.09,0.056,True,far_side,afternoon
LH-POI-0517,LH,Uptown Crescent,Uptown Crescent Fresh Market,grocery_anchor,neighborhood,2900,LH-LOC-0074,0.074,0.046,True,far_side,morning
LH-POI-0518,LH,Market Quarter,Landmark Civic Center,government_building,neighborhood,1571,LH-LOC-0124,0.108,0.067,False,near_side,morning
LH-POI-0519,LH,East Commons,Ivy Shopping Center,shopping_mall,major,5391,LH-LOC-0295,0.158,0.098,False,near_side,midday
LH-POI-0520,LH,Market Quarter,Market Quarter Shopping Center,shopping_mall,major,9873,LH-LOC-0264,0.192,0.119,False,far_side,morning
LH-POI-0521,LH,Market Quarter,South Market Fresh Market,grocery_anchor,neighborhood,1766,LH-LOC-0009,0.333,0.207,True,near_side,afternoon
LH-POI-0522,LH,Market Quarter,Stone Market Municipal Building,government_building,minor,831,LH-LOC-0009,0.116,0.072,True,far_side,morning
LH-POI-0523,LH,Market Quarter,Grand Market Residences,residential_tower,neighborhood,1605,LH-LOC-0009,0.12,0.075,True,near_side,morning
LH-POI-0524,LH,East Commons,Landmark Office Commons,office_park,neighborhood,1229,LH-LOC-0275,0.251,0.156,False,near_side,evening
LH-POI-0525,LH,Downtown Core,North Municipal Building,government_building,neighborhood,6637,LH-LOC-0306,0.2,0.124,True,near_side,evening
LH-POI-0526,LH,Downtown Core,North Heritage Museum,museum,major,17382,LH-LOC-0306,0.255,0.158,True,near_side,midday
LH-POI-0527,LH,Downtown Core,Crescent Convention Center,hotel_convention,neighborhood,6049,LH-LOC-0256,0.108,0.067,True,far_side,afternoon
LH-POI-0528,LH,Downtown Core,Crescent Downtown Galleria,shopping_mall,minor,698,LH-LOC-0256,0.069,0.043,True,far_side,evening
LH-POI-0529,LH,Harborfront,Harbor Towers,residential_tower,major,5716,LH-LOC-0327,0.779,0.484,False,near_side,night
LH-POI-0530,LH,Old Mill District,Stone Old Municipal Building,government_building,major,7655,LH-LOC-0033,0.231,0.144,True,near_side,afternoon
LH-POI-0531,LH,Old Mill District,Ivy Old Entertainment District,entertainment_district,minor,510,LH-LOC-0033,0.179,0.111,True,far_side,midday
LH-POI-0532,LH,Old Mill District,Metro Fresh Market,grocery_anchor,neighborhood,1711,LH-LOC-0033,0.297,0.185,True,far_side,evening
LH-POI-0533,LH,East Commons,Metro East Fresh Market,grocery_anchor,minor,245,LH-LOC-0235,0.298,0.185,False,near_side,evening
LH-POI-0534,LH,Uptown Crescent,Central Uptown Galleria,shopping_mall,major,10379,LH-LOC-0319,0.318,0.198,False,near_side,evening
LH-POI-0535,LH,East Commons,Summit Residences,residential_tower,major,4892,LH-LOC-0215,0.239,0.149,False,far_side,evening
LH-POI-0536,LH,North Terminus,Grand North General Hospital,hospital,major,3031,LH-LOC-0123,0.293,0.182,False,near_side,evening
LH-POI-0537,LH,Financial Row,Financial Row City Hall,government_building,major,8963,LH-LOC-0025,0.139,0.086,True,near_side,midday
LH-POI-0538,LH,Financial Row,Stone Financial Tech Campus,corporate_campus,minor,1575,LH-LOC-0025,0.169,0.105,True,near_side,morning
