event_id,city_id,city_zone,poi_id,anchor_location_id,event_name,event_type,recurrence,start_date,end_date,expected_attendance,attendance_tier,primary_impact_daypart,impact_radius_km
DAT-EVT-00084,DAT,Bellwood,DAT-POI-0088,DAT-LOC-0044,Neon Nights Concert Series,concert,one_time,2026-06-24,2026-06-24,8848,medium,evening,1.4
DAT-EVT-00014,DAT,Central Yard,DAT-POI-0447,DAT-LOC-0241,DAT Home Game vs. Northgate Bolts,sports_game,weekly_season,2026-06-28,2026-06-28,42480,large,afternoon,2.7
DAT-EVT-00105,DAT,Ashford Row,DAT-POI-0196,DAT-LOC-0102,DAT Cultural Festival,festival,one_time,2026-07-02,2026-07-02,33764,large,afternoon,2.45
DAT-EVT-00015,DAT,Central Yard,DAT-POI-0447,DAT-LOC-0241,DAT Home Game vs. Riverside United,sports_game,weekly_season,2026-07-05,2026-07-05,28581,large,evening,2.61
DAT-EVT-00064,DAT,Harrow Point,,DAT-LOC-0095,DAT Winter Lights Parade,parade,one_time,2026-07-10,2026-07-10,28458,large,midday,2.27
DAT-EVT-00035,DAT,Lakeside Loop,,DAT-LOC-0178,DAT New Year Celebration,holiday_event,annual,2026-07-11,2026-07-11,6236,medium,evening,1.61
DAT-EVT-00016,DAT,Central Yard,DAT-POI-0447,DAT-LOC-0241,DAT Home Game vs. Coastal Rangers,sports_game,weekly_season,2026-07-12,2026-07-12,38626,large,afternoon,2.45
DAT-EVT-00072,DAT,Northbank,DAT-POI-0229,DAT-LOC-0030,DAT Summer Festival,festival,one_time,2026-07-15,2026-07-18,21949,large,afternoon,1.99
DAT-EVT-00017,DAT,Central Yard,DAT-POI-0447,DAT-LOC-0241,DAT Home Game vs. Northgate Bolts,sports_game,weekly_season,2026-07-19,2026-07-19,43307,large,evening,2.52
DAT-EVT-00018,DAT,Central Yard,DAT-POI-0447,DAT-LOC-0241,DAT Home Game vs. Northgate United,sports_game,weekly_season,2026-07-26,2026-07-26,38743,large,afternoon,2.77
DAT-EVT-00094,DAT,Milltown,DAT-POI-0146,DAT-LOC-0196,Farmers Fair,community_fair,one_time,2026-07-30,2026-07-30,1962,small,midday,0.55
DAT-EVT-00019,DAT,Central Yard,DAT-POI-0447,DAT-LOC-0241,DAT Home Game vs. Ironclad FC,sports_game,weekly_season,2026-08-02,2026-08-02,43750,large,evening,2.79
DAT-EVT-00098,DAT,Central Yard,DAT-POI-0447,DAT-LOC-0241,Neon Nights Concert Series,concert,one_time,2026-08-04,2026-08-04,9900,medium,night,0.83
DAT-EVT-00020,DAT,Central Yard,DAT-POI-0447,DAT-LOC-0241,DAT Home Game vs. Ironclad Bolts,sports_game,weekly_season,2026-08-09,2026-08-09,33860,large,evening,2.15
DAT-EVT-00075,DAT,Milltown,DAT-POI-0297,DAT-LOC-0176,Encore Concert Series,concert,one_time,2026-08-15,2026-08-15,13690,medium,night,1.19
DAT-EVT-00021,DAT,Central Yard,DAT-POI-0447,DAT-LOC-0241,DAT Home Game vs. Northgate United,sports_game,weekly_season,2026-08-16,2026-08-16,41921,large,afternoon,2.43
DAT-EVT-00022,DAT,Central Yard,DAT-POI-0447,DAT-LOC-0241,DAT Home Game vs. Summit United,sports_game,weekly_season,2026-08-23,2026-08-23,35821,large,evening,2.9
DAT-EVT-00118,DAT,Central Yard,DAT-POI-0447,DAT-LOC-0241,Encore Concert Series,concert,one_time,2026-08-23,2026-08-23,5605,medium,night,1.65
DAT-EVT-00057,DAT,Kestrel Heights,DAT-POI-0444,DAT-LOC-0027,Local Fair,community_fair,one_time,2026-08-25,2026-08-25,2371,medium,midday,1.18
DAT-EVT-00081,DAT,Union Flats,,DAT-LOC-0123,DAT Heritage Parade,parade,one_time,2026-08-28,2026-08-28,21565,large,morning,2.38
DAT-EVT-00023,DAT,Central Yard,DAT-POI-0447,DAT-LOC-0241,DAT Home Game vs. Riverside Rangers,sports_game,weekly_season,2026-08-30,2026-08-30,16601,large,evening,2.94
DAT-EVT-00024,DAT,Central Yard,DAT-POI-0447,DAT-LOC-0241,DAT Home Game vs. Ironclad FC,sports_game,weekly_season,2026-09-06,2026-09-06,35522,large,evening,2.12
DAT-EVT-00025,DAT,Central Yard,DAT-POI-0447,DAT-LOC-0241,DAT Home Game vs. Northgate FC,sports_game,weekly_season,2026-09-13,2026-09-13,44905,large,evening,2.39
DAT-EVT-00056,DAT,Northbank,DAT-POI-0277,DAT-LOC-0040,Summer Sound Concert Series,concert,one_time,2026-09-19,2026-09-19,19733,large,evening,2.72
DAT-EVT-00026,DAT,Central Yard,DAT-POI-0447,DAT-LOC-0241,DAT Home Game vs. Coastal FC,sports_game,weekly_season,2026-09-20,2026-09-20,19732,large,afternoon,2.93
DAT-EVT-00043,DAT,Harrow Point,DAT-POI-0394,DAT-LOC-0055,Industry Business Summit,trade_show,one_time,2026-09-20,2026-09-22,1413,small,midday,0.41
DAT-EVT-00040,DAT,Lakeside Loop,DAT-POI-0257,DAT-LOC-0268,DAT Food & Music Festival,festival,one_time,2026-09-21,2026-09-21,19777,large,afternoon,2.33
DAT-EVT-00103,DAT,Central Yard,DAT-POI-0135,DAT-LOC-0161,Industry Vendor Showcase,trade_show,one_time,2026-09-21,2026-09-23,7092,medium,morning,0.88
DAT-EVT-00078,DAT,Kestrel Heights,DAT-POI-0117,DAT-LOC-0267,DAT Winter Holiday Celebration,holiday_event,annual,2026-09-22,2026-09-22,18065,large,afternoon,2.59
DAT-EVT-00031,DAT,Bellwood,DAT-POI-0055,DAT-LOC-0154,Local Fair,community_fair,one_time,2026-09-23,2026-09-23,3753,medium,midday,1.3
DAT-EVT-00070,DAT,Ashford Row,DAT-POI-0035,DAT-LOC-0022,Community Rally,political_rally,one_time,2026-09-24,2026-09-24,11788,medium,evening,0.84
DAT-EVT-00076,DAT,Founders Square,DAT-POI-0107,DAT-LOC-0059,DAT Lantern Celebration,holiday_event,annual,2026-09-28,2026-09-28,9872,medium,afternoon,0.99
DAT-EVT-00080,DAT,Central Yard,DAT-POI-0002,DAT-LOC-0101,National Retail Convention,convention,one_time,2026-10-07,2026-10-07,13551,medium,midday,1.45
DAT-EVT-00114,DAT,Northbank,DAT-POI-0409,DAT-LOC-0090,After Hours Concert Series,concert,one_time,2026-10-12,2026-10-12,24063,large,evening,2.14
DAT-EVT-00044,DAT,Union Flats,DAT-POI-0063,DAT-LOC-0033,Summer Sound Concert Series,concert,one_time,2026-10-17,2026-10-17,19473,large,night,2.05
DAT-EVT-00039,DAT,Founders Square,DAT-POI-0150,DAT-LOC-0049,Live Wire Concert Series,concert,one_time,2026-10-18,2026-10-18,16580,large,night,1.98
DAT-EVT-00066,DAT,Central Yard,DAT-POI-0156,DAT-LOC-0111,Metro Trade Expo,trade_show,one_time,2026-10-20,2026-10-22,5049,medium,morning,1.22
DAT-EVT-00099,DAT,Central Yard,DAT-POI-0447,DAT-LOC-0241,Live Wire Concert Series,concert,one_time,2026-10-23,2026-10-23,12374,medium,night,1.09
DAT-EVT-00030,DAT,Ashford Row,,DAT-LOC-0262,Civic Rally,political_rally,one_time,2026-10-30,2026-10-30,17940,large,evening,2.34
DAT-EVT-00083,DAT,Kestrel Heights,DAT-POI-0048,DAT-LOC-0077,DAT New Year Celebration,holiday_event,annual,2026-11-13,2026-11-13,6047,medium,afternoon,0.81
DAT-EVT-00106,DAT,Founders Square,,DAT-LOC-0119,DAT Arts Festival,festival,one_time,2026-11-22,2026-11-23,15551,large,afternoon,2.07
DAT-EVT-00110,DAT,Harrow Point,,DAT-LOC-0295,DAT Winter Holiday Celebration,holiday_event,annual,2026-12-03,2026-12-03,5245,medium,evening,1.06
DAT-EVT-00112,DAT,Harrow Point,DAT-POI-0397,DAT-LOC-0005,B2B Trade Expo,trade_show,one_time,2026-12-08,2026-12-11,2087,medium,morning,1.15
DAT-EVT-00048,DAT,Harrow Point,DAT-POI-0218,DAT-LOC-0015,B2B Business Summit,trade_show,one_time,2026-12-27,2026-12-28,7314,medium,morning,0.8
DAT-EVT-00119,DAT,Kestrel Heights,DAT-POI-0117,DAT-LOC-0267,DAT Cultural Festival,festival,one_time,2027-01-19,2027-01-22,26461,large,evening,2.53
DAT-EVT-00037,DAT,Northbank,,DAT-LOC-0250,DAT Heritage Parade,parade,one_time,2027-01-23,2027-01-23,9143,medium,morning,1.32
DAT-EVT-00085,DAT,Harrow Point,DAT-POI-0425,DAT-LOC-0245,Live Wire Concert Series,concert,one_time,2027-01-27,2027-01-27,8761,medium,night,1.12
DAT-EVT-00069,DAT,Kestrel Heights,DAT-POI-0048,DAT-LOC-0077,DAT Harvest Festival,festival,one_time,2027-02-01,2027-02-01,34103,large,evening,2.85
DAT-EVT-00062,DAT,Lakeside Loop,DAT-POI-0423,DAT-LOC-0148,DAT Winter Holiday Celebration,holiday_event,annual,2027-02-04,2027-02-04,4580,medium,evening,1.62
DAT-EVT-00102,DAT,Bellwood,,DAT-LOC-0034,DAT Heritage Parade,parade,one_time,2027-02-05,2027-02-05,24368,large,midday,2.46
DAT-EVT-00027,DAT,Kestrel Heights,,DAT-LOC-0247,DAT Heritage Parade,parade,one_time,2027-02-09,2027-02-09,7022,medium,midday,0.99
DAT-EVT-00093,DAT,Harrow Point,DAT-POI-0397,DAT-LOC-0005,Industry Business Summit,trade_show,one_time,2027-02-12,2027-02-12,4147,medium,morning,0.86
DAT-EVT-00071,DAT,Bellwood,DAT-POI-0370,DAT-LOC-0004,Neighborhood Fair,community_fair,one_time,2027-02-18,2027-02-18,4112,medium,midday,1.66
DAT-EVT-00059,DAT,Founders Square,,DAT-LOC-0239,DAT New Year Celebration,holiday_event,annual,2027-02-19,2027-02-19,18654,large,afternoon,2.76
LH-EVT-00150,LH,Cathedral Heights,,LH-LOC-0066,LH Cultural Festival,festival,one_time,2025-08-19,2025-08-19,33680,large,afternoon,2.14
LH-EVT-00125,LH,Cathedral Heights,,LH-LOC-0271,Civic Rally,political_rally,one_time,2025-08-20,2025-08-20,3929,medium,afternoon,0.94
LH-EVT-00111,LH,Downtown Core,,LH-LOC-0071,Local Fair,community_fair,one_time,2025-08-22,2025-08-22,1299,small,midday,0.36
LH-EVT-00147,LH,Downtown Core,,LH-LOC-0176,LH Winter Lights Parade,parade,one_time,2025-08-25,2025-08-25,5098,medium,morning,1.26
LH-EVT-00078,LH,East Commons,LH-POI-0543,LH-LOC-0155,Regional Finance Convention,convention,one_time,2025-08-26,2025-08-29,14048,medium,midday,1.44
LH-EVT-00080,LH,Financial Row,LH-POI-0539,LH-LOC-0025,Encore Concert Series,concert,one_time,2025-08-27,2025-08-27,22175,large,night,1.95
LH-EVT-00106,LH,Financial Row,LH-POI-0231,LH-LOC-0250,B2B Trade Expo,trade_show,one_time,2025-08-31,2025-08-31,4154,medium,midday,1.09
LH-EVT-00112,LH,East Commons,LH-POI-0403,LH-LOC-0205,Farmers Fair,community_fair,one_time,2025-08-31,2025-08-31,3103,medium,midday,1.66
LH-EVT-00094,LH,Cathedral Heights,LH-POI-0114,LH-LOC-0056,Annual Retail Convention,convention,one_time,2025-09-09,2025-09-09,8434,medium,midday,1.61
LH-EVT-00090,LH,East Commons,LH-POI-0579,LH-LOC-0020,Summer Sound Concert Series,concert,one_time,2025-09-10,2025-09-10,20289,large,evening,2.0
LH-EVT-00148,LH,Downtown Core,LH-POI-0263,LH-LOC-0081,Metro Auto Convention,convention,one_time,2025-09-10,2025-09-12,13626,medium,midday,1.01
LH-EVT-00057,LH,Downtown Core,LH-POI-0049,LH-LOC-0236,Local Fair,community_fair,one_time,2025-09-15,2025-09-15,2949,medium,midday,1.79
LH-EVT-00001,LH,Financial Row,LH-POI-0590,LH-LOC-0005,LH Home Game vs. Summit Rangers,sports_game,weekly_season,2025-09-23,2025-09-23,44556,large,evening,2.49
LH-EVT-00129,LH,Harborfront,LH-POI-0053,LH-LOC-0002,Neon Nights Concert Series,concert,one_time,2025-09-23,2025-09-23,20527,large,night,1.92
LH-EVT-00092,LH,Financial Row,LH-POI-0322,LH-LOC-0015,National Auto Convention,convention,one_time,2025-09-25,2025-09-27,5764,medium,midday,1.23
LH-EVT-00028,LH,Uptown Crescent,LH-POI-0446,LH-LOC-0104,Live Wire Concert Series,concert,one_time,2025-09-27,2025-09-27,22284,large,evening,2.59
LH-EVT-00002,LH,Financial Row,LH-POI-0590,LH-LOC-0005,LH Home Game vs. Riverside Bolts,sports_game,weekly_season,2025-09-30,2025-09-30,36678,large,afternoon,2.18
LH-EVT-00140,LH,Harborfront,LH-POI-0214,LH-LOC-0082,Live Wire Concert Series,concert,one_time,2025-10-02,2025-10-02,14736,medium,evening,1.46
LH-EVT-00097,LH,North Terminus,,LH-LOC-0153,Neighborhood Fair,community_fair,one_time,2025-10-04,2025-10-04,1980,small,afternoon,0.68
LH-EVT-00003,LH,Financial Row,LH-POI-0590,LH-LOC-0005,LH Home Game vs. Coastal United,sports_game,weekly_season,2025-10-07,2025-10-07,37649,large,evening,2.14
LH-EVT-00141,LH,Harborfront,,LH-LOC-0072,Public Rally,political_rally,one_time,2025-10-07,2025-10-07,8305,medium,afternoon,1.1
LH-EVT-00074,LH,Market Quarter,,LH-LOC-0134,LH Cultural Festival,festival,one_time,2025-10-13,2025-10-13,17120,large,afternoon,2.06
LH-EVT-00004,LH,Financial Row,LH-POI-0590,LH-LOC-0005,LH Home Game vs. Northgate Bolts,sports_game,weekly_season,2025-10-14,2025-10-14,17382,large,evening,2.9
LH-EVT-00046,LH,Downtown Core,LH-POI-0581,LH-LOC-0071,Encore Concert Series,concert,one_time,2025-10-16,2025-10-16,17537,large,evening,2.16
LH-EVT-00060,LH,Riverside Junction,LH-POI-0155,LH-LOC-0017,LH Summer Festival,festival,one_time,2025-10-19,2025-10-19,14808,medium,afternoon,0.8
LH-EVT-00005,LH,Financial Row,LH-POI-0590,LH-LOC-0005,LH Home Game vs. Riverside Rangers,sports_game,weekly_season,2025-10-21,2025-10-21,20824,large,evening,2.02
LH-EVT-00051,LH,Downtown Core,LH-POI-0588,LH-LOC-0051,Annual Retail Convention,convention,one_time,2025-10-21,2025-10-22,10146,medium,midday,1.6
LH-EVT-00156,LH,Downtown Core,LH-POI-0344,LH-LOC-0216,Industry Trade Expo,trade_show,one_time,2025-10-26,2025-10-29,6559,medium,morning,1.12
LH-EVT-00006,LH,Financial Row,LH-POI-0590,LH-LOC-0005,LH Home Game vs. Riverside Rangers,sports_game,weekly_season,2025-10-28,2025-10-28,42739,large,evening,1.83
LH-EVT-00007,LH,Financial Row,LH-POI-0590,LH-LOC-0005,LH Home Game vs. Summit FC,sports_game,weekly_season,2025-11-04,2025-11-04,43164,large,evening,2.67
LH-EVT-00008,LH,Financial Row,LH-POI-0590,LH-LOC-0005,LH Home Game vs. Northgate United,sports_game,weekly_season,2025-11-11,2025-11-11,39393,large,afternoon,1.97
LH-EVT-00095,LH,Downtown Core,,LH-LOC-0051,LH Heritage Parade,parade,one_time,2025-11-12,2025-11-12,12091,medium,midday,1.26
LH-EVT-00009,LH,Financial Row,LH-POI-0590,LH-LOC-0005,LH Home Game vs. Riverside FC,sports_game,weekly_season,2025-11-18,2025-11-18,16297,large,afternoon,1.9
LH-EVT-00102,LH,Financial Row,LH-POI-0336,LH-LOC-0280,Metro Vendor Showcase,trade_show,one_time,2025-11-24,2025-11-24,2218,medium,midday,0.81
LH-EVT-00010,LH,Financial Row,LH-POI-0590,LH-LOC-0005,LH Home Game vs. Riverside FC,sports_game,weekly_season,2025-11-25,2025-11-25,34700,large,evening,2.67
LH-EVT-00124,LH,Financial Row,LH-POI-0590,LH-LOC-0005,Live Wire Concert Series,concert,one_time,2025-11-25,2025-11-25,24937,large,evening,2.48
LH-EVT-00076,LH,Financial Row,,LH-LOC-0300,Public Rally,political_rally,one_time,2025-11-27,2025-11-27,8140,medium,evening,0.83
LH-EVT-00100,LH,Downtown Core,LH-POI-0511,LH-LOC-0001,Encore Concert Series,concert,one_time,2025-11-28,2025-11-28,8654,medium,night,1.46
LH-EVT-00082,LH,Harborfront,LH-POI-0404,LH-LOC-0032,LH Independence Day Celebration,holiday_event,annual,2025-11-30,2025-11-30,28023,large,evening,2.18
LH-EVT-00011,LH,Financial Row,LH-POI-0590,LH-LOC-0005,LH Home Game vs. Northgate FC,sports_game,weekly_season,2025-12-02,2025-12-02,17719,large,afternoon,2.64
LH-EVT-00040,LH,North Terminus,,LH-LOC-0273,Farmers Fair,community_fair,one_time,2025-12-02,2025-12-02,1849,small,afternoon,0.58
LH-EVT-00127,LH,Downtown Core,LH-POI-0099,LH-LOC-0266,Industry Business Summit,trade_show,one_time,2025-12-05,2025-12-05,1970,small,morning,0.35
LH-EVT-00073,LH,Harborfront,,LH-LOC-0267,LH Winter Lights Parade,parade,one_time,2025-12-08,2025-12-08,16752,large,morning,2.9
LH-EVT-00012,LH,Financial Row,LH-POI-0590,LH-LOC-0005,LH Home Game vs. Summit Rangers,sports_game,weekly_season,2025-12-09,2025-12-09,35404,large,afternoon,2.0
LH-EVT-00136,LH,Uptown Crescent,LH-POI-0495,LH-LOC-0279,Neighborhood Fair,community_fair,one_time,2025-12-09,2025-12-09,2279,medium,afternoon,1.01
LH-EVT-00013,LH,Financial Row,LH-POI-0590,LH-LOC-0005,LH Home Game vs. Summit FC,sports_game,weekly_season,2025-12-16,2025-12-16,20918,large,evening,1.99
LH-EVT-00143,LH,Cathedral Heights,,LH-LOC-0151,Community Rally,political_rally,one_time,2025-12-24,2025-12-24,13094,medium,afternoon,1.39
LH-EVT-00047,LH,Downtown Core,LH-POI-0588,LH-LOC-0051,Industry Trade Expo,trade_show,one_time,2025-12-31,2026-01-03,3087,medium,morning,1.78
LH-EVT-00091,LH,North Terminus,LH-POI-0041,LH-LOC-0028,LH Arts Festival,festival,one_time,2026-01-10,2026-01-13,32500,large,afternoon,2.94
LH-EVT-00108,LH,Financial Row,,LH-LOC-0025,School District Fair,community_fair,one_time,2026-01-10,2026-01-10,2495,medium,midday,1.04
LH-EVT-00099,LH,Old Mill District,,LH-LOC-0063,LH City Marathon,marathon_race,one_time,2026-01-22,2026-01-22,17741,large,morning,2.19
LH-EVT-00031,LH,Cathedral Heights,LH-POI-0063,LH-LOC-0121,Industry Vendor Showcase,trade_show,one_time,2026-01-23,2026-01-23,7598,medium,morning,1.65
LH-EVT-00058,LH,Cathedral Heights,,LH-LOC-0036,LH Founders Day Parade,parade,one_time,2026-02-06,2026-02-06,29972,large,midday,2.89
LH-EVT-00035,LH,Downtown Core,,LH-LOC-0336,LH Riverside Marathon,marathon_race,one_time,2026-02-10,2026-02-10,5781,medium,morning,1.27
LH-EVT-00077,LH,Old Mill District,LH-POI-0387,LH-LOC-0128,School District Fair,community_fair,one_time,2026-02-13,2026-02-13,3073,medium,midday,1.33
LH-EVT-00048,LH,Uptown Crescent,LH-POI-0352,LH-LOC-0084,Neon Nights Concert Series,concert,one_time,2026-02-16,2026-02-16,21292,large,evening,2.0
LH-EVT-00096,LH,Financial Row,,LH-LOC-0210,LH Riverside Marathon,marathon_race,one_time,2026-02-24,2026-02-24,7799,medium,morning,1.52
LH-EVT-00149,LH,Market Quarter,LH-POI-0069,LH-LOC-0089,LH Arts Festival,festival,one_time,2026-03-01,2026-03-01,16811,large,evening,2.5
LH-EVT-00131,LH,North Terminus,,LH-LOC-0303,Neighborhood Fair,community_fair,one_time,2026-03-12,2026-03-12,2439,medium,afternoon,1.41
LH-EVT-00034,LH,Harborfront,LH-POI-0573,LH-LOC-0072,Civic Rally,political_rally,one_time,2026-03-13,2026-03-13,5250,medium,evening,1.79
LH-EVT-00081,LH,Uptown Crescent,LH-POI-0165,LH-LOC-0004,Encore Concert Series,concert,one_time,2026-03-15,2026-03-15,6642,medium,evening,1.38
LH-EVT-00121,LH,Riverside Junction,,LH-LOC-0232,Community Rally,political_rally,one_time,2026-03-20,2026-03-20,4725,medium,evening,0.93
LH-EVT-00101,LH,Downtown Core,LH-POI-0344,LH-LOC-0216,Industry Vendor Showcase,trade_show,one_time,2026-03-31,2026-04-03,6643,medium,midday,1.47
LH-EVT-00137,LH,Uptown Crescent,LH-POI-0260,LH-LOC-0064,Farmers Fair,community_fair,one_time,2026-03-31,2026-03-31,1944,small,midday,0.31
LH-EVT-00155,LH,North Terminus,LH-POI-0202,LH-LOC-0038,LH Cultural Festival,festival,one_time,2026-04-08,2026-04-08,33552,large,evening,2.72
LH-EVT-00059,LH,Cathedral Heights,,LH-LOC-0006,LH City Marathon,marathon_race,one_time,2026-04-09,2026-04-09,9700,medium,morning,1.23
LH-EVT-00088,LH,Downtown Core,LH-POI-0278,LH-LOC-0226,National Finance Convention,convention,one_time,2026-04-15,2026-04-17,3375,medium,morning,1.72
LH-EVT-00093,LH,Harborfront,LH-POI-0439,LH-LOC-0022,LH Summer Festival,festival,one_time,2026-04-28,2026-04-28,33230,large,afternoon,2.78
LH-EVT-00133,LH,Riverside Junction,LH-POI-0437,LH-LOC-0162,LH Cultural Festival,festival,one_time,2026-05-01,2026-05-04,8337,medium,evening,1.78
LH-EVT-00065,LH,Downtown Core,LH-POI-0427,LH-LOC-0166,Annual Healthcare Convention,convention,one_time,2026-05-04,2026-05-04,8720,medium,morning,1.68
LH-EVT-00042,LH,Financial Row,LH-POI-0590,LH-LOC-0005,Neon Nights Concert Series,concert,one_time,2026-05-08,2026-05-08,5852,medium,evening,1.35
LH-EVT-00113,LH,Financial Row,LH-POI-0408,LH-LOC-0085,B2B Trade Expo,trade_show,one_time,2026-05-10,2026-05-11,6136,medium,midday,1.59
LH-EVT-00152,LH,North Terminus,,LH-LOC-0008,LH Winter Lights Parade,parade,one_time,2026-05-12,2026-05-12,14790,medium,midday,1.45
LH-EVT-00132,LH,Harborfront,LH-POI-0105,LH-LOC-0117,Live Wire Concert Series,concert,one_time,2026-05-17,2026-05-17,10959,medium,night,1.48
LH-EVT-00071,LH,Downtown Core,LH-POI-0058,LH-LOC-0101,Metro Retail Convention,convention,one_time,2026-05-25,2026-05-25,7378,medium,midday,1.03
LH-EVT-00123,LH,Downtown Core,,LH-LOC-0021,Farmers Fair,community_fair,one_time,2026-05-25,2026-05-25,4990,medium,afternoon,1.05
LH-EVT-00116,LH,Old Mill District,,LH-LOC-0338,LH Independence Day Celebration,holiday_event,annual,2026-05-26,2026-05-26,7155,medium,afternoon,1.21
LH-EVT-00110,LH,East Commons,LH-POI-0137,LH-LOC-0315,LH Lantern Celebration,holiday_event,annual,2026-05-29,2026-05-29,19444,large,evening,2.34
LH-EVT-00056,LH,Old Mill District,LH-POI-0100,LH-LOC-0188,LH Arts Festival,festival,one_time,2026-06-01,2026-06-03,14820,medium,evening,1.22
LH-EVT-00069,LH,Financial Row,LH-POI-0481,LH-LOC-0130,Summer Sound Concert Series,concert,one_time,2026-06-04,2026-06-04,3952,medium,night,1.74
LH-EVT-00138,LH,Riverside Junction,LH-POI-0238,LH-LOC-0067,Community Rally,political_rally,one_time,2026-06-05,2026-06-05,2723,medium,afternoon,1.32
LH-EVT-00036,LH,Cathedral Heights,,LH-LOC-0046,LH Pride Parade,parade,one_time,2026-06-11,2026-06-11,13866,medium,morning,1.42
LH-EVT-00055,LH,Harborfront,,LH-LOC-0237,Neighborhood Fair,community_fair,one_time,2026-06-13,2026-06-13,3718,medium,afternoon,1.13
LH-EVT-00033,LH,Financial Row,LH-POI-0232,LH-LOC-0055,B2B Trade Expo,trade_show,one_time,2026-06-15,2026-06-18,3541,medium,midday,1.52
LH-EVT-00098,LH,Harborfront,LH-POI-0440,LH-LOC-0022,LH Lantern Celebration,holiday_event,annual,2026-06-20,2026-06-20,6994,medium,afternoon,1.43
LH-EVT-00063,LH,East Commons,LH-POI-0559,LH-LOC-0010,Metro Retail Convention,convention,one_time,2026-06-24,2026-06-24,10731,medium,midday,0.92
LH-EVT-00087,LH,Harborfront,LH-POI-0573,LH-LOC-0072,Community Rally,political_rally,one_time,2026-06-24,2026-06-24,5367,medium,afternoon,1.54
LH-EVT-00014,LH,Financial Row,LH-POI-0590,LH-LOC-0005,LH Home Game vs. Riverside Bolts,sports_game,weekly_season,2026-07-30,2026-07-30,37154,large,evening,2.4
LH-EVT-00015,LH,Financial Row,LH-POI-0590,LH-LOC-0005,LH Home Game vs. Northgate Rangers,sports_game,weekly_season,2026-08-06,2026-08-06,44285,large,evening,2.57
LH-EVT-00016,LH,Financial Row,LH-POI-0590,LH-LOC-0005,LH Home Game vs. Ironclad Bolts,sports_game,weekly_season,2026-08-13,2026-08-13,36289,large,afternoon,2.41
LH-EVT-00030,LH,Harborfront,LH-POI-0301,LH-LOC-0267,Neon Nights Concert Series,concert,one_time,2026-08-13,2026-08-13,15547,large,night,2.49
LH-EVT-00017,LH,Financial Row,LH-POI-0590,LH-LOC-0005,LH Home Game vs. Ironclad Bolts,sports_game,weekly_season,2026-08-20,2026-08-20,26534,large,afternoon,1.98
LH-EVT-00122,LH,Old Mill District,,LH-LOC-0328,LH Harvest Festival,festival,one_time,2026-08-20,2026-08-20,39286,large,afternoon,2.33
LH-EVT-00120,LH,East Commons,LH-POI-0002,LH-LOC-0135,Farmers Fair,community_fair,one_time,2026-08-24,2026-08-24,2075,medium,afternoon,1.15
LH-EVT-00130,LH,Harborfront,,LH-LOC-0297,LH Arts Festival,festival,one_time,2026-08-25,2026-08-25,20780,large,evening,2.7
LH-EVT-00018,LH,Financial Row,LH-POI-0590,LH-LOC-0005,LH Home Game vs. Ironclad United,sports_game,weekly_season,2026-08-27,2026-08-27,35052,large,afternoon,2.16
LH-EVT-00061,LH,Downtown Core,LH-POI-0229,LH-LOC-0126,Neon Nights Concert Series,concert,one_time,2026-08-27,2026-08-27,22888,large,evening,1.93
LH-EVT-00075,LH,Financial Row,LH-POI-0231,LH-LOC-0250,Metro Vendor Showcase,trade_show,one_time,2026-08-28,2026-08-29,7707,medium,midday,1.53
LH-EVT-00027,LH,Old Mill District,LH-POI-0339,LH-LOC-0043,Public Rally,political_rally,one_time,2026-08-29,2026-08-29,1931,small,evening,0.72
LH-EVT-00154,LH,Financial Row,LH-POI-0232,LH-LOC-0055,Annual Finance Convention,convention,one_time,2026-08-31,2026-09-03,8534,medium,midday,1.64
LH-EVT-00019,LH,Financial Row,LH-POI-0590,LH-LOC-0005,LH Home Game vs. Ironclad United,sports_game,weekly_season,2026-09-03,2026-09-03,37661,large,evening,2.02
LH-EVT-00045,LH,Cathedral Heights,,LH-LOC-0271,LH Downtown Marathon,marathon_race,one_time,2026-09-05,2026-09-05,12653,medium,morning,0.9
LH-EVT-00041,LH,Financial Row,LH-POI-0336,LH-LOC-0280,National Retail Convention,convention,one_time,2026-09-09,2026-09-12,6718,medium,midday,1.29
LH-EVT-00020,LH,Financial Row,LH-POI-0590,LH-LOC-0005,LH Home Game vs. Ironclad Bolts,sports_game,weekly_season,2026-09-10,2026-09-10,17362,large,evening,2.53
LH-EVT-00118,LH,Cathedral Heights,LH-POI-0504,LH-LOC-0096,Neon Nights Concert Series,concert,one_time,2026-09-15,2026-09-15,7922,medium,night,1.53
LH-EVT-00021,LH,Financial Row,LH-POI-0590,LH-LOC-0005,LH Home Game vs. Coastal United,sports_game,weekly_season,2026-09-17,2026-09-17,41772,large,afternoon,2.4
LH-EVT-00089,LH,Riverside Junction,,LH-LOC-0242,LH Riverside Marathon,marathon_race,one_time,2026-09-23,2026-09-23,12623,medium,morning,1.12
LH-EVT-00022,LH,Financial Row,LH-POI-0590,LH-LOC-0005,LH Home Game vs. Ironclad Bolts,sports_game,weekly_season,2026-09-24,2026-09-24,33996,large,afternoon,2.42
LH-EVT-00144,LH,Financial Row,LH-POI-0539,LH-LOC-0025,Summer Sound Concert Series,concert,one_time,2026-09-24,2026-09-24,24048,large,night,1.93
